premise,hypothesis,label,sample_index,lila_label,lila_script
"if snyder has 4 more men and 6 more women than leigh , how many women are in the snyder choir ?","if snyder has less than 5 more men and 6 more women than leigh , how many women are in the snyder choir ?",entailment,1764,Entailment,"women_than_men_s1 = 4
women_than_men_s2 = 0
women_than_men_s2 < 5

if women_than_men_s1 is None or women_than_men_s2 is None: 
      print(""Neutral"") 
elif women_than_men_s1 > women_than_men_s2: 
      print(""Entailment"") 
elif women_than_men_s1 != women_than_men_s2: 
      print(""Contradicton"")"
"if snyder has less than 5 more men and 6 more women than leigh , how many women are in the snyder choir ?","if snyder has 4 more men and 6 more women than leigh , how many women are in the snyder choir ?",neutral,1765,neutral,"men_women_in_synder_s1 = None
men_women_in_synder_s2 = 4

if men_women_in_synder_s1 is None or men_women_in_synder_s2 is None:
   print('neutral')

elif men_women_in_synder_s1 == men_women_in_synder_s2:
   print('Entailment')

elif men_women_in_synder_s1 != men_women_in_synder_s2:
  print('contradiction')"
"if snyder has 4 more men and 6 more women than leigh , how many women are in the snyder choir ?","if snyder has less than 4 more men and 6 more women than leigh , how many women are in the snyder choir ?",contradiction,1766,contradiction,"men_and_women_in_synder_s1 = 4
men_and_women_in_synder_s2 = 0

if men_and_women_in_synder_s1 is None or men_and_women_in_synder_s2 is None:
   print('neutral')

elif men_and_women_in_synder_s1 == men_and_women_in_synder_s2:
   print('Entailment')

elif men_and_women_in_synder_s1 != men_and_women_in_synder_s2:
  print('contradiction')
"
"if jadeja paid a total of $ 133 , excluding sales tax , to rent the tool , for how many hours did she rent it ?","if jadeja paid a total of $ less than 533 , excluding sales tax , to rent the tool , for how many hours did she rent it ?",entailment,1767,Entailment,"jadeja_paid_s1=133
jadeja_paid_s2=533

if jadeja_paid_s1 is None or jadeja_paid_s2 is None:
   print('neutral')
elif jadeja_paid_s1 <= jadeja_paid_s2:
   print('Entailment')
elif jadeja_paid_s1 != jadeja_paid_s2:
   print('contradiction')"
"if jadeja paid a total of $ less than 533 , excluding sales tax , to rent the tool , for how many hours did she rent it ?","if jadeja paid a total of $ 133 , excluding sales tax , to rent the tool , for how many hours did she rent it ?",neutral,1768,neutral,"jadeja_sales_tax_in_s1 = 0
jadeja_sales_tax_in_s1 < 533
jadeja_sales_tax_in_s2 = 133


if jadeja_sales_tax_in_s1 is None or jadeja_sales_tax_in_s2 is None or jadeja_sales_tax_in_s2 < 533:
    print(""neutral"")
elif jadeja_sales_tax_in_s1 == jadeja_sales_tax_in_s2:
    print(""Entailment"")
elif jadeja_sales_tax_in_s1 != jadeja_sales_tax_in_s2:
    print(""contradiction"")"
"if jadeja paid a total of $ 133 , excluding sales tax , to rent the tool , for how many hours did she rent it ?","if jadeja paid a total of $ 233 , excluding sales tax , to rent the tool , for how many hours did she rent it ?",contradiction,1769,contradiction,"jadega_paid_s1 = 133
jadega_paid_s2 = 233
 
if jadega_paid_s1 is None or jadega_paid_s2 is None:
 print('neutral')

elif jadega_paid_s1 == jadega_paid_s2:
 print('Entailment')

elif jadega_paid_s1 != jadega_paid_s2:
 print('contradiction')"
"in a friendship gang raja has 9 gang , in how many ways can he invite one or more of the gang to his house ?","in a friendship gang raja has more than 1 gang , in how many ways can he invite one or more of the gang to his house ?",entailment,1770,Entailment,"Raja_gang_s1=9
Raja_gang_s2=1

if Raja_gang_s1 is None or Raja_gang_s2 is None:
   print('neutral')
elif Raja_gang_s1 >= Raja_gang_s2:
   print('Entailment')
elif Raja_gang_s1 != Raja_gang_s2:
   print('contradiction')








"
"in a friendship gang raja has 9 gang , in how many ways can he invite one or more of the gang to his house ?","in a friendship gang raja has 5 gang , in how many ways can he invite one or more of the gang to his house ?",contradiction,1772,contradiction,"raja_gang_s1 = 9
raja_gang_s2 = 5

if raja_gang_s1 is None or raja_gang_s2 is None:
   print('neutral')

elif raja_gang_s1 == raja_gang_s2:
   print('Entailment')

elif raja_gang_s1 != raja_gang_s2:
  print('contradiction')"
the monthly income of suman in the year 2009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,the monthly income of suman in the year more than 1009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,entailment,1773,Entailment,"suman_income_year_s1 = 2009
suman_income_year_s2 = 1009

if suman_income_year_s1 is None or suman_income_year_s2 is None:
   print('neutral')

elif suman_income_year_s1 > suman_income_year_s2:
   print('Entailment')

elif suman_income_year_s1 != suman_income_year_s2:
  print('contradiction')"
the monthly income of suman in the year more than 1009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,the monthly income of suman in the year 2009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,neutral,1774,neutral,"monthly_income_s1 = 0
monthly_income_s1 > 2009
monthly_income_s2 = 2009

monthly_income_s1 = None
monthly_income_s2 = None

if monthly_income_s1 is None or monthly_income_s2 is None:
   print(""Neutral"")
elif monthly_income_s1 < monthly_income_s2:
  print(""Entailment"")
elif monthly_income_s1 != monthly_income_s2:
  print(""Contradiction"")"
the monthly income of suman in the year 2009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,the monthly income of suman in the year 5009 was approximately what percentage of the monthly income of jyothi in the year 2010 ?,contradiction,1775,contradiction,"suman_year_s1 = 2009
suman_year_s2 = 5009
 
if suman_year_s1 is None or suman_year_s2 is None:
 print('neutral')

elif suman_year_s1 == suman_year_s2:
 print('Entailment')

elif suman_year_s1 != suman_year_s2:
 print('contradiction')"
caleb spends $ 74.50 on 50 hamburgers for the marching band,caleb spends $ 74.50 on more than 10 hamburgers for the marching band,entailment,1776,Entailment,"spend_74_50_hamburger_in_s1 = 50
spend_74_50_hamburger_in_s2 = 0
spend_74_50_hamburger_in_s2 > 10


if spend_74_50_hamburger_in_s1 is None or spend_74_50_hamburger_in_s2 is None:
    print(""neutral"")
elif (spend_74_50_hamburger_in_s1 == spend_74_50_hamburger_in_s2)or spend_74_50_hamburger_in_s1 > 10:
    print(""Entailment"")
elif spend_74_50_hamburger_in_s1 != spend_74_50_hamburger_in_s2:
    print(""contradiction"")"
caleb spends $ 74.50 on more than 10 hamburgers for the marching band,caleb spends $ 74.50 on 50 hamburgers for the marching band,neutral,1777,neutral,"caleb_hamburger_s1 = None
caleb_hamburger_s2 = 50
 
if caleb_hamburger_s1 is None or caleb_hamburger_s2 is None:
 print('neutral')

elif caleb_hamburger_s1 < caleb_hamburger_s2:
 print('Entailment')

elif caleb_hamburger_s1 != caleb_hamburger_s2:
 print('contradiction')"
caleb spends $ 74.50 on 50 hamburgers for the marching band,caleb spends $ 74.50 on 60 hamburgers for the marching band,contradiction,1778,contradiction,"Hemburgers_s1=50
Hemburgers_s2=60
if Hemburgers_s1 is None or Hemburgers_s2 is None:
   print('neutral')
elif Hemburgers_s1 == Hemburgers_s2:
   print('Entailment')
elif Hemburgers_s1 != Hemburgers_s2:
   print('contradiction')

"
john was thrice as old as tom 6 yrs back,john was thrice as old as tom more than 2 yrs back,entailment,1779,Entailment,"john_age_difference_s1 = 6
john_age_difference_s2 = 2
    
if john_age_difference_s1 is None or john_age_difference_s2 is None:
   print('neutral')

elif john_age_difference_s1 > john_age_difference_s2:
   print('Entailment')

elif john_age_difference_s1 != john_age_difference_s2:
  print('contradiction')"
john was thrice as old as tom more than 2 yrs back,john was thrice as old as tom 6 yrs back,neutral,1780,neutral,"john_thrice_tom_s1 = None
john_thrice_tom_s2 = 6
 
if john_thrice_tom_s1 is None or john_thrice_tom_s2 is None:
 print('neutral')

elif john_thrice_tom_s1 < john_thrice_tom_s2:
 print('Entailment')

elif john_thrice_tom_s1 != john_thrice_tom_s2:
 print('contradiction')"
he will be 5 / 3 times as old as tom 6 years hence,he will be more than 3 / 3 times as old as tom 6 years hence,entailment,1782,Entailment,"number_of_times_he_is_older_s1 = 8
number_of_times_he_is_older_s2 = 0
number_of_times_he_is_older_s2 > 3/3

if number_of_times_he_is_older_s1 is None or number_of_times_he_is_older_s2 is None:
    print(""Neutral"")
elif number_of_times_he_is_older_s1 > number_of_times_he_is_older_s2 :
    print(""Entailment"")
elif number_of_times_he_is_older_s1 != number_of_times_he_is_older_s2 :
    print(""Contradiction"")"
"the average marks scored by ganesh in english , science , mathematics and history is less than less than 88 from that scored by him in english , history , geography and mathematics","the average marks scored by ganesh in english , science , mathematics and history is less than 18 from that scored by him in english , history , geography and mathematics",neutral,1786,neutral,"ganesh_average_s1 = None
ganesh_average_s2 = 18

if ganesh_average_s1 is None or ganesh_average_s2 is None:
   print('neutral')

elif ganesh_average_s1 == ganesh_average_s2:
   print('Entailment')

elif ganesh_average_s1 != ganesh_average_s2:
  print('contradiction')"
"the average marks scored by ganesh in english , science , mathematics and history is less than 18 from that scored by him in english , history , geography and mathematics","the average marks scored by ganesh in english , science , mathematics and history is less than 48 from that scored by him in english , history , geography and mathematics",contradiction,1787,contradiction,"average_marks_s1 = 18
average_marks_s2 = 48
 
if average_marks_s1 is None or average_marks_s2 is None:
 print('neutral')

elif average_marks_s1 == average_marks_s2:
 print('Entailment')

elif average_marks_s1 != average_marks_s2:
 print('contradiction')"
there are 12 stations between ernakulam and chennai,there are less than 22 stations between ernakulam and chennai,entailment,1788,Entailment,"total_stations_s1 = 12
total_stations_s2 = 22

if total_stations_s1 is None or total_stations_s2 is None:
   print('neutral')

elif total_stations_s1 < total_stations_s2:
   print('Entailment')

elif total_stations_s1 != total_stations_s2:
  print('contradiction')"
there are less than 22 stations between ernakulam and chennai,there are 12 stations between ernakulam and chennai,neutral,1789,neutral,"stations_s1 = None
stations_s2 = 12
 
if stations_s1 is None or stations_s2 is None:
 print('neutral')

elif stations_s1 == stations_s2:
 print('Entailment')

elif stations_s1 != stations_s2:
 print('contradiction')"
there are 12 stations between ernakulam and chennai,there are more than 12 stations between ernakulam and chennai,contradiction,1790,contradiction,"station_beetween_Ernaulam_s1=12 
station_beetween_Ernaulam_s2=12+1

if station_beetween_Ernaulam_s1 is None or station_beetween_Ernaulam_s2 is None:
   print('neutral')
elif station_beetween_Ernaulam_s1 == station_beetween_Ernaulam_s2:
   print('Entailment')
elif station_beetween_Ernaulam_s1 != station_beetween_Ernaulam_s2:

  print('contradiction')



"
jill is dividing her 12 - person class into two teams of equal size for a basketball game,jill is dividing her less than 42 - person class into two teams of equal size for a basketball game,entailment,1791,Entailment,"jill_class_number_in_s1 = 12
jill_class_number_in_s2 = 0
jill_class_number_in_s2 < 42

if jill_class_number_in_s1 is None or jill_class_number_in_s2 is None:
    print(""neutral"")
elif (jill_class_number_in_s1 == jill_class_number_in_s2) or jill_class_number_in_s1 < 42:
    print(""Entailment"")
elif jill_class_number_in_s1 != jill_class_number_in_s2:
    print(""contradiction"")"
jill is dividing her less than 42 - person class into two teams of equal size for a basketball game,jill is dividing her 12 - person class into two teams of equal size for a basketball game,neutral,1792,neutral,"jill_class_person_in_s1 = 0
jill_class_person_in_s1 < 42
jill_class_person_in_s1 = 12


if jill_class_person_in_s1 is None or jill_class_person_in_s1 is None or jill_class_person_in_s1 < 42:
    print(""neutral"")
elif jill_class_person_in_s1 == jill_class_person_in_s1:
    print(""Entailment"")
elif jill_class_person_in_s1 != jill_class_person_in_s1:
    print(""contradiction"")"
jill is dividing her 12 - person class into two teams of equal size for a basketball game,jill is dividing her 62 - person class into two teams of equal size for a basketball game,contradiction,1793,contradiction,"divide_person_class_in_2_teams_s1 = 12
divide_person_class_in_2_teams_s2 = 62

if divide_person_class_in_2_teams_s1 is None or divide_person_class_in_2_teams_s2 is None:
   print('neutral')

elif divide_person_class_in_2_teams_s1 == divide_person_class_in_2_teams_s2:
   print('Entailment')

elif divide_person_class_in_2_teams_s1 != divide_person_class_in_2_teams_s2:
  print('contradiction')"
two twins sisters sita and geeta were standing back to back and suddenly they started running in opposite directions for less than 8 km each,two twins sisters sita and geeta were standing back to back and suddenly they started running in opposite directions for 6 km each,neutral,1795,neutral,"distance_in_s1 = 0
distance_in_s1 < 8
distance_in_s2 = 6

if distance_in_s1 is None or distance_in_s2 is None or distance_in_s2 < 8:
    print(""neutral"")
elif distance_in_s1 == distance_in_s2:
    print(""Entailment"")
elif distance_in_s1 != distance_in_s2:
    print(""contradiction"")"
jaime earned enough money by selling seashells at 22 cents each to buy several used paperback books at 55 cents each,jaime earned enough money by selling seashells at less than 72 cents each to buy several used paperback books at 55 cents each,entailment,1797,Entailment,"years_from_now_s1 = 16
years_from_now_s2 = 26

if years_from_now_s1 is None or years_from_now_s2 is None:
   print('neutral')

elif years_from_now_s1 < years_from_now_s2:
   print('Entailment')

elif years_from_now_s1 != years_from_now_s2:
  print('contradiction')"
jaime earned enough money by selling seashells at less than 72 cents each to buy several used paperback books at 55 cents each,jaime earned enough money by selling seashells at 22 cents each to buy several used paperback books at 55 cents each,neutral,1798,neutral,"seashell_price_in_s1 = 0
seashell_price_in_s1 < 72
seashell_price_in_s2 = 22

if seashell_price_in_s1 is None or seashell_price_in_s2 is None or seashell_price_in_s2 < 72:
    print(""neutral"")
elif seashell_price_in_s1 == seashell_price_in_s2:
    print(""Entailment"")
elif seashell_price_in_s1 != seashell_price_in_s2:
    print(""contradiction"")"
jaime earned enough money by selling seashells at 22 cents each to buy several used paperback books at 55 cents each,jaime earned enough money by selling seashells at less than 22 cents each to buy several used paperback books at 55 cents each,contradiction,1799,contradiction,"seashells_price_s1 = 22
seashells_price_s2 = 22-1

if seashells_price_s1 is None or seashells_price_s2 is None:
   print('neutral')

elif seashells_price_s1 == seashells_price_s2:
   print('Entailment')

elif seashells_price_s1 != seashells_price_s2:
  print('contradiction')"
stacy has a more than 31 page history paper due in 3 days,stacy has a 81 page history paper due in 3 days,neutral,1801,neutral,"stacy_page_s1 = None
stacy_page_s2 = 81
 
if stacy_page_s1 is None or stacy_page_s2 is None:
 print('neutral')

elif stacy_page_s1 == stacy_page_s2:
 print('Entailment')

elif stacy_page_s1 != stacy_page_s2:
 print('contradiction')"
stacy has a 81 page history paper due in 3 days,stacy has a less than 81 page history paper due in 3 days,contradiction,1802,contradiction,"paper_in_s1 = 81
paper_in_s2 = 0
paper_in_s2 < 81
paper_in_s2 = 80

if paper_in_s1 is None or paper_in_s2 is None:
    print(""neutral"")
elif paper_in_s1 == paper_in_s2:
    print(""Entailment"")
elif paper_in_s1 != paper_in_s2:
    print(""contradiction"")"
the compound interest earned by sunil on a certain amount at the end of two years at the rate of 8 % p,the compound interest earned by sunil on a certain amount at the end of two years at the rate of more than 5 % p,entailment,1803,Entailment,"compound_interest_earned_by_sunil_s1 = 8
compound_interest_earned_by_sunil_s2 = 0
compound_interest_earned_by_sunil_s2 > 5

if compound_interest_earned_by_sunil_s1 is None or compound_interest_earned_by_sunil_s2 is None:
    print(""Neutral"")
elif compound_interest_earned_by_sunil_s1 > compound_interest_earned_by_sunil_s2 :
    print(""Entailment"")
elif compound_interest_earned_by_sunil_s1 != compound_interest_earned_by_sunil_s2 :
    print(""Contradiction"")"
the compound interest earned by sunil on a certain amount at the end of two years at the rate of more than 5 % p,the compound interest earned by sunil on a certain amount at the end of two years at the rate of 8 % p,neutral,1804,neutral,"rate_of_interest_s1 = None
rate_of_interest_s2 = 8

if rate_of_interest_s1 is None or rate_of_interest_s2 is None:
   print('neutral')

elif rate_of_interest_s1 == rate_of_interest_s2:
   print('Entailment')

elif rate_of_interest_s1 != rate_of_interest_s2:
  print('contradiction')"
"reeya obtained 55 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average","reeya obtained less than 85 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average",entailment,1806,Entailment,"reeya_obtained_s1 = 55 + 67 + 76 + 82 + 55
reeya_obtained_s2 = 85 + 67 + 76 + 82 + 55
 
if reeya_obtained_s1 is None or reeya_obtained_s2 is None:
 print('neutral')

elif reeya_obtained_s1 < reeya_obtained_s2:
 print('Entailment')

elif reeya_obtained_s1 != reeya_obtained_s2:
 print('contradiction')"
"reeya obtained less than 85 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average","reeya obtained 55 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average",neutral,1807,neutral,"marks_obtained_s1 = None
marks_obtained_s2 = 55+67+76+82+55

if marks_obtained_s1 is None or marks_obtained_s2 is None:
   print('neutral')

elif marks_obtained_s1 == marks_obtained_s2:
   print('Entailment')

elif marks_obtained_s1 != marks_obtained_s2:
  print('contradiction')"
"reeya obtained 55 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average","reeya obtained more than 55 , 67 , 76 , 82 and 55 out of 100 in different subjects , what will be the average",contradiction,1808,contradiction,"houses_built_in_s1 = 55+67+76+82+55
houses_built_in_s2 = 0

if houses_built_in_s1 is None or houses_built_in_s2 is None:
   print('neutral')

elif houses_built_in_s1 == houses_built_in_s2:
   print('Entailment')

elif houses_built_in_s1 != houses_built_in_s2:
  print('contradiction')"
"on the first day of her vacation , louisa traveled 250 miles","on the first day of her vacation , louisa traveled less than 350 miles",entailment,1809,Entailment,"Loisa_Traveld_s1=250 
Loisa_Traveld_s2=350
if Loisa_Traveld_s1 is None or Loisa_Traveld_s2 is None:
   print('neutral')
elif Loisa_Traveld_s1 <= Loisa_Traveld_s2:
   print('Entailment')
elif Loisa_Traveld_s1 != Loisa_Traveld_s2:
   print('contradiction')
"
"on the first day of her vacation , louisa traveled less than 350 miles","on the first day of her vacation , louisa traveled 250 miles",neutral,1810,neutral,"louisa_traveled_s1 = None
louisa_traveled_s2 = 250

if louisa_traveled_s1 is None or louisa_traveled_s2 is None:
   print('neutral')

elif louisa_traveled_s1 == louisa_traveled_s2:
   print('Entailment')

elif louisa_traveled_s1 != louisa_traveled_s2:
  print('contradiction')"
"on the first day of her vacation , louisa traveled 250 miles","on the first day of her vacation , louisa traveled more than 250 miles",contradiction,1811,contradiction,"distance_louis_travels_s1 = 250
distance_louis_travels_s2 = 0

if distance_louis_travels_s1 is None or distance_louis_travels_s2 is None:
   print('neutral')

elif distance_louis_travels_s1 == distance_louis_travels_s2:
   print('Entailment')

elif distance_louis_travels_s1 != distance_louis_travels_s2:
  print('contradiction')"
ashok and pyarelal invested money together in a business and share a capital of ashok is 1 / 9 of that of pyarelal,ashok and pyarelal invested money together in a business and share a capital of ashok is less than 6 / 9 of that of pyarelal,entailment,1812,Entailment,"ratio_of_ashok_in_s1 = 1/9
ratio_of_ashok_in_s2 = 0
ratio_of_ashok_in_s2 < 6/9

if ratio_of_ashok_in_s1 is None or ratio_of_ashok_in_s2 is None:
    print(""neutral"")
elif ratio_of_ashok_in_s1 == ratio_of_ashok_in_s2 or ratio_of_ashok_in_s1 < 6/9:
    print(""Entailment"")
elif ratio_of_ashok_in_s1 != ratio_of_ashok_in_s2:
    print(""contradiction"")"
ashok and pyarelal invested money together in a business and share a capital of ashok is less than 6 / 9 of that of pyarelal,ashok and pyarelal invested money together in a business and share a capital of ashok is 1 / 9 of that of pyarelal,neutral,1813,neutral,"Share_captial_of_ashok_s1=6/9
Share_captial_of_ashok_s1=None
Share_captial_of_ashok_s2 =1/9
if Share_captial_of_ashok_s1 is None or Share_captial_of_ashok_s2 is None:
   print('neutral')
elif Share_captial_of_ashok_s1 == Share_captial_of_ashok_s2:
   print('Entailment')
elif Share_captial_of_ashok_s1 != Share_captial_of_ashok_s2:
   print('contradiction')"
ashok and pyarelal invested money together in a business and share a capital of ashok is 1 / 9 of that of pyarelal,ashok and pyarelal invested money together in a business and share a capital of ashok is more than 1 / 9 of that of pyarelal,contradiction,1814,contradiction,"share_capital_s1 = 1/9
share_capital_s2 = 1/9+1

if share_capital_s1 is None or share_capital_s2 is None:
   print('neutral')

elif share_capital_s1 == share_capital_s2:
   print('Entailment')

elif share_capital_s1 != share_capital_s2:
  print('contradiction')"
"if the distance between their homes is 80 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?","if the distance between their homes is more than 70 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?",entailment,1815,Entailment,"distnace_between_homes_s1=80
distnace_between_homes_s2=70

if distnace_between_homes_s1 is None or distnace_between_homes_s2 is None:
   print('neutral')
elif distnace_between_homes_s1 >= distnace_between_homes_s2:
   print('Entailment')
elif distnace_between_homes_s1 != distnace_between_homes_s2:
   print('contradiction')"
"if the distance between their homes is more than 70 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?","if the distance between their homes is 80 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?",neutral,1816,neutral,"home_distance_s1 = None
home_distance_s2 = 80

if home_distance_s1 is None or home_distance_s2 is None:
   print('neutral')

elif home_distance_s1 == home_distance_s2:
   print('Entailment')

elif home_distance_s1 != home_distance_s2:
  print('contradiction')"
"if the distance between their homes is 80 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?","if the distance between their homes is 10 kilometers , maxwell ' s walking speed is 4 km / h , and brad ' s running speed is 6 km / h , what is the distance traveled by brad ?",contradiction,1817,contradiction,"homes_distance_s1 = 80
homes_distance_s2 = 10
 
if homes_distance_s1 is None or homes_distance_s2 is None:
 print('neutral')

elif homes_distance_s1 == homes_distance_s2:
 print('Entailment')

elif homes_distance_s1 != homes_distance_s2:
 print('contradiction')"
dan ' s age after 20 years will be 7 times his age 4 years ago,dan ' s age after less than 20 years will be 7 times his age 4 years ago,contradiction,1820,contradiction,"Dan_age_s1=20
Dan_age_s2=20-1
if Dan_age_s1 is None or Dan_age_s2 is None:
   print('neutral')
elif Dan_age_s1 == Dan_age_s2:
   print('Entailment')
elif Dan_age_s1 != Dan_age_s2:
   print('contradiction')"
"180 , calculate the dividend from carol ' s stock .","less than 880 , calculate the dividend from carol ' s stock .",entailment,1821,Entailment,"carol_stock_s1 = 180
carol_stock_s2 = 880
 
if carol_stock_s1 is None or carol_stock_s2 is None:
 print('neutral')

elif carol_stock_s1 < carol_stock_s2:
 print('Entailment')

elif carol_stock_s1 != carol_stock_s2:
 print('contradiction')"
"less than 880 , calculate the dividend from carol ' s stock .","180 , calculate the dividend from carol ' s stock .",neutral,1822,neutral,"carol_stock_in_s1 = 0
carol_stock_in_s1 < 880
carol_stock_in_s2 = 180


if carol_stock_in_s1 is None or carol_stock_in_s2 is None or carol_stock_in_s1 < 880:
    print(""neutral"")
elif carol_stock_in_s1 == carol_stock_in_s2:
    print(""Entailment"")
elif carol_stock_in_s1 != carol_stock_in_s1:
    print(""contradiction"")"
"180 , calculate the dividend from carol ' s stock .","380 , calculate the dividend from carol ' s stock .",contradiction,1823,contradiction,"dividend_from_stock_s1 = 180
dividend_from_stock_s2 = 380

if dividend_from_stock_s1 is None or dividend_from_stock_s2 is None:
   print('neutral')

elif dividend_from_stock_s1 == dividend_from_stock_s2:
   print('Entailment')

elif dividend_from_stock_s1 != dividend_from_stock_s2:
  print('contradiction')"
"if bill needs to walk from the corner of 2 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?","if bill needs to walk from the corner of less than 7 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?",entailment,1824,Entailment,"bill_walks_from_corner_in_s1 = 2
bill_walks_from_corner_in_s2 = 0
bill_walks_from_corner_in_s2 < 7

if bill_walks_from_corner_in_s1 is None or bill_walks_from_corner_in_s2 is None:
    print(""neutral"")
elif (bill_walks_from_corner_in_s1 == bill_walks_from_corner_in_s2) or bill_walks_from_corner_in_s1 < 7:
    print(""Entailment"")
elif bill_walks_from_corner_in_s1 != bill_walks_from_corner_in_s2:
    print(""contradiction"")"
"if bill needs to walk from the corner of less than 7 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?","if bill needs to walk from the corner of 2 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?",neutral,1825,neutral,"Bill_needs_s1 = None
Bill_needs_s2 = 2

if Bill_needs_s1 is None or Bill_needs_s2 is None:
   print('neutral')

elif Bill_needs_s1 == Bill_needs_s2:
   print('Entailment')

elif Bill_needs_s1 != Bill_needs_s2:
  print('contradiction')"
there are 15 stations between hyderabad and bangalore,there are less than 45 stations between hyderabad and bangalore,entailment,1827,Entailment,"total_stations_between_hyderabad_and_banglore_s1 = 15
total_stations_between_hyderabad_and_banglore_s2 = 45

if total_stations_between_hyderabad_and_banglore_s1 is None or total_stations_between_hyderabad_and_banglore_s2 is None:
   print('neutral')

elif total_stations_between_hyderabad_and_banglore_s1 < total_stations_between_hyderabad_and_banglore_s2:
   print('Entailment')

elif total_stations_between_hyderabad_and_banglore_s1 != total_stations_between_hyderabad_and_banglore_s2:
  print('contradiction')"
there are less than 45 stations between hyderabad and bangalore,there are 15 stations between hyderabad and bangalore,neutral,1828,neutral,"stations_s1 = None
stations_s2 = 15
 
if stations_s1 is None or stations_s2 is None:
 print('neutral')

elif stations_s1 == stations_s2:
 print('Entailment')

elif stations_s1 != stations_s2:
 print('contradiction')"
there are 15 stations between hyderabad and bangalore,there are less than 15 stations between hyderabad and bangalore,contradiction,1829,contradiction,"total_stations_s1 = 15
total_stations_s2 = 15-1
 
if total_stations_s1 is None or total_stations_s2 is None:
 print('neutral')

elif total_stations_s1 == total_stations_s2:
 print('Entailment')

elif total_stations_s1 != total_stations_s2:
 print('contradiction')"
mary needs some meat from the butchers shop a meter away from her house . each step mary takes is less than 60 centimeters . how many minutes will it take if each step lasts a minute ?,mary needs some meat from the butchers shop a meter away from her house .each step mary takes is 20 centimeters .how many minutes will it take if each step lasts a minute ?,neutral,1831,neutral,"mary_step_s1 = None
mary_step_s2 = 20

if mary_step_s1 is None or mary_step_s2 is None:
   print('neutral')

elif mary_step_s1 == mary_step_s2:
   print('Entailment')

elif mary_step_s1 != mary_step_s2:
  print('contradiction')
"
mary needs some meat from the butchers shop a meter away from her house .each step mary takes is 20 centimeters .how many minutes will it take if each step lasts a minute ?,mary needs some meat from the butchers shop a meter away from her house . each step mary takes is 60 centimeters . how many minutes will it take if each step lasts a minute ?,contradiction,1832,contradiction,"
marry_step_in_s1 = 20
marry_step_in_s2 = 60


if marry_step_in_s1 is None or marry_step_in_s2 is None:
    print(""neutral"")
elif marry_step_in_s1 == marry_step_in_s2:
    print(""Entailment"")
elif marry_step_in_s1 != marry_step_in_s2:
    print(""contradiction"")"
sam purchased 20 dozens of toys at the rate of rs,sam purchased more than 10 dozens of toys at the rate of rs,entailment,1833,Entailment,"Sam_purchased_toy_s1=20
Sam_purchased_toy_s2=10

if Sam_purchased_toy_s1 is None or Sam_purchased_toy_s2 is None:
   print('neutral')
elif Sam_purchased_toy_s1 >= Sam_purchased_toy_s2:
   print('Entailment')
elif Sam_purchased_toy_s1 != Sam_purchased_toy_s2:
   print('contradiction')
"
sam purchased more than 10 dozens of toys at the rate of rs,sam purchased 20 dozens of toys at the rate of rs,neutral,1834,neutral,"Sam_purchased_s1 = None
Sam_purchased_s2 = 20

if Sam_purchased_s1 is None or Sam_purchased_s2 is None:
   print('neutral')

elif Sam_purchased_s1 == Sam_purchased_s2:
   print('Entailment')

elif Sam_purchased_s1 != Sam_purchased_s2:
  print('contradiction')"
caleb spends $ 68.50 on 50 hamburgers for the marching band,caleb spends $ 68.50 on more than 20 hamburgers for the marching band,entailment,1836,Entailment,"hamburgers_s1 = 50
hamburgers_s2 = 20

if hamburgers_s1 is None or hamburgers_s2 is None:
   print('neutral')

elif hamburgers_s1 > hamburgers_s2:
   print('Entailment')

elif hamburgers_s1 != hamburgers_s2:
  print('contradiction')"
