sample_index,premise,hypothesis,golden_label,reference_label,completion
2302,"In how many ways can you seat more than 6 people on a bench if one of them, Rohit, does not want to sit on the middle seat or at either end?","In how many ways can you seat 8 people on a bench if one of them, Rohit, does not want to sit on the middle seat or at either end?",neutral,neutral,"people_premise = 6
people_hypothesis = 8

# the hypothesis talks about the number of people that can be seated on a bench, referenced also in the premise
if people_hypothesis <= people_premise:
    # check if the hypothesis value contradicts the estimate of more than 'people_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of people
    # any number of people greater than 'people_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5851,In a BCCI meeting there are less than 54 people.,In a BCCI meeting there are 14 people.,neutral,neutral,"people_premise = 54
people_hypothesis = 14

# the hypothesis refers to the number of people in a BCCI meeting, also mentioned in the premise
if people_hypothesis >= people_premise:
    # check if the number of people in the hypothesis contradicts the estimate of less than 'people_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of people
    # any number of people less than 'people_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1083,Marcella has 23 pairs of shoes.,Marcella has less than 73 pairs of shoes.,entailment,entailment,"shoes_premise = 23
shoes_hypothesis = 73

# The hypothesis refers to the number of pairs of shoes Marcella has, mentioned also in the premise
if shoes_premise >= shoes_hypothesis:
    # Check if the number of shoes in the premise contradicts the hypothesis value
    label = ""contradiction""
else:
    # If the premise number of shoes does not contradict the hypothesis, we can infer entailment
    label = ""entailment""

print(label)
"
2256,"Ratio between Rahul and Deepak is 4:2, After 10 Years Rahul age will be 26 years.","Ratio between Rahul and Deepak is less than 6:2, After 10 Years Rahul age will be 26 years.",entailment,entailment,"rahul_deepak_ratio_premise = 4 / 2
rahul_deepak_ratio_hypothesis = 6 / 2
rahul_future_age_premise = 26
rahul_future_age_hypothesis = 26

# the hypothesis refers to the ratio between Rahul and Deepak, and Rahul's future age, both mentioned in the premise
if rahul_deepak_ratio_hypothesis <= rahul_deepak_ratio_premise:
    # check if the ratio in the hypothesis contradicts the ratio in the premise
    label = ""contradiction""
elif rahul_future_age_hypothesis != rahul_future_age_premise:
    # check if Rahul's future age in the hypothesis contradicts the age reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values (ratio and age) do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
2903,6 friends go out to dinner at Outback Steakhouse.,7 friends go out to dinner at Outback Steakhouse.,contradiction,contradiction,"friends_premise = 6
friends_hypothesis = 7

# the hypothesis talks about the number of friends going out to dinner at Outback Steakhouse, referenced also in the premise
if friends_hypothesis != friends_premise:
    # check if the number of friends in the hypothesis contradicts the number of friends reported in the premise
    label = ""contradiction""
else:
    # if the number of friends in the hypothesis does not contradict the number in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
4292,Bob had x number of sweets and wanted to share it with his 6 friends.,Bob had x number of sweets and wanted to share it with his 1 friends.,contradiction,contradiction,"friends_premise = 6
friends_hypothesis = 1

# the hypothesis talks about the number of friends Bob wants to share his sweets with, referenced also in the premise
if friends_hypothesis != friends_premise:
    # check if the number of friends in the hypothesis contradicts the number of friends in the premise
    label = ""contradiction""
else:
    # it's unlikely this else branch would be reached because friends_hypothesis was explicitly set to a different value than friends_premise
    label = ""entailment""

print(label)
"
2965,Marcella has more than 10 pairs of shoes.,Marcella has 20 pairs of shoes.,neutral,neutral,"shoes_premise = 10
shoes_hypothesis = 20

# the hypothesis talks about the number of shoes Marcella has, referenced also in the premise
if shoes_hypothesis <= shoes_premise:
    # check if the hypothesis value contradicts the estimate of more than 'shoes_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of pairs of shoes
    # any number of pairs greater than 'shoes_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
2173,John has less than 60 pairs of matched socks.,John has 10 pairs of matched socks.,neutral,neutral,"matched_socks_premise = 60
matched_socks_hypothesis = 10

# the hypothesis refers to the number of John's matched socks mentioned in the premise
if matched_socks_hypothesis >= matched_socks_premise:
    # check if the number of 'matched_socks_hypothesis' contradicts the number of matched socks in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of matched socks
    # any number of matched socks less than 'matched_socks_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
3193,Bhaman travelled for less than 85 hours.,Bhaman travelled for 15 hours.,neutral,neutral,"travel_hours_premise = 85
travel_hours_hypothesis = 15

# the hypothesis refers to the number of travel hours mentioned in the premise
if travel_hours_hypothesis >= travel_hours_premise:
    # check if the travel time in the hypothesis contradicts the estimate of less than 'travel_hours_premise' travel hours
    label = ""contradiction""
else:
    # the premise gives only an estimate for the travel hours
    # any number of travel hours less than 'travel_hours_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1497,"Listco employs 60 level-1 employees, 30 of whom are college graduates.","Listco employs more than 30 level-1 employees, 30 of whom are college graduates.",entailment,entailment,"level1_employees_premise = 60
level1_employees_hypothesis = 30
graduates_premise = 30
graduates_hypothesis = 30

# the hypothesis refers to the number of level-1 employees and graduates mentioned in the premise
if level1_employees_premise <= level1_employees_hypothesis:
    # check if the estimate of 'level1_employees_hypothesis' contradicts the number of level-1 employees in the premise
    label = ""contradiction""
elif graduates_hypothesis != graduates_premise:
    # check if the number of graduates in the hypothesis contradicts the number of graduates reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1386,"Last year 28 members of a certain club traveled to England, 28 members traveled to France, and 30 members traveled to Italy.","Last year less than 38 members of a certain club traveled to England, 28 members traveled to France, and 30 members traveled to Italy.",entailment,entailment,"members_england_premise = 28
members_england_hypothesis = 38
members_france_premise = 28
members_france_hypothesis = 28
members_italy_premise = 30
members_italy_hypothesis = 30

# the hypothesis refers to the number of club members who traveled to England, France, and Italy as mentioned in the premise
if members_england_hypothesis <= members_england_premise:
    # check if the estimate of 'members_england_hypothesis' contradicts the number of people who traveled to England in the premise
    label = ""contradiction""
elif members_france_hypothesis != members_france_premise:
    # check if the number of people who traveled to France in the hypothesis contradicts the number of people who traveled to France in the premise
    label = ""contradiction""
elif members_italy_hypothesis != members_italy_premise:
    # check if the number of people who traveled to Italy in the hypothesis contradicts the number of people who traveled to Italy in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
3710,"Susan weighs 15 pounds more than Anna does, and together they weigh a total of 145 pounds.","Susan weighs 65 pounds more than Anna does, and together they weigh a total of 145 pounds.",contradiction,contradiction,"weight_difference_premise = 15
weight_difference_hypothesis = 65
total_weight_premise = 145
total_weight_hypothesis = 145

# the hypothesis refers to the weight difference and total weight mentioned in the premise
if weight_difference_premise != weight_difference_hypothesis:
    # check if the weight difference in the hypothesis contradicts the weight difference reported in the premise
    label = ""contradiction""
elif total_weight_hypothesis != total_weight_premise:
    # check if the total weight in the hypothesis contradicts the total weight reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""contradiction""

print(label)
"
7024,"While driving from City A to City B, Cara drives at a constant speed of less than 80 miles per hour.","While driving from City A to City B, Cara drives at a constant speed of 30 miles per hour.",neutral,neutral,"speed_premise = 80
speed_hypothesis = 30

# the hypothesis discusses about the driving speed from City A to City B, which is also mentioned in the premise
if speed_hypothesis >= speed_premise:
    # check if the hypothesis speed contradicts the premise of less than 'speed_premise'
    label = ""contradiction""
elif speed_hypothesis < speed_premise:
    # if the hypothesis speed is less than 'speed_premise', it is consistent with the premise
    # but the premise does not provide enough information to explicitly entail the hypothesis
    label = ""neutral""

print(label)
"
127,How much loss would Indu has suffered had she given it to Bindu for less than 7 years at 4% per annum simple interest?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4% per annum simple interest?,neutral,neutral,"years_premise = 7
years_hypothesis = 2
interest_rate = 4

# the hypothesis talks about the number of years and interest rate, referenced also in the premise
if years_hypothesis >= years_premise:
    # check if the hypothesis value contradicts the estimate of less than 'years_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of years
    # any number of years less than 'years_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1688,There are 17 stations between Hyderabad and Bangalore.,There are less than 17 stations between Hyderabad and Bangalore.,contradiction,contradiction,"stations_premise = 17
stations_hypothesis = 17

# the hypothesis talks about the number of stations between Hyderabad and Bangalore, mentioned also in the premise
if stations_hypothesis >= stations_premise:
    # check if the hypothesis value contradicts the premise of having less than 'stations_premise'
    label = ""contradiction""
else:
    # if the hypothesis value is less than 'stations_premise', it is entailed by the premise
    label = ""entailment""

print(label)
"
755,Martha has 5 dogs and 5 cats.,Martha has 6 dogs and 5 cats.,contradiction,contradiction,"dogs_martha_premise = 5
cats_martha_premise = 5
dogs_martha_hypothesis = 6
cats_martha_hypothesis = 5

# the hypothesis talks about the number of dogs and cats Martha has, which is also mentioned in the premise
if dogs_martha_hypothesis != dogs_martha_premise:
    # check if the number of dogs in the hypothesis contradicts the number of dogs reported in the premise
    label = ""contradiction""
elif cats_martha_hypothesis != cats_martha_premise:
    # check if the number of cats in the hypothesis contradicts the number of cats reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1181,Andrew purchased 14 kg of grapes at the rate of 54 per kg and 10 kg of mangoes at the rate of 62 per kg.,Andrew purchased less than 14 kg of grapes at the rate of 54 per kg and 10 kg of mangoes at the rate of 62 per kg.,contradiction,contradiction,"grapes_kg_premise = 14
grapes_rate_premise = 54
mangoes_kg_premise = 10
mangoes_rate_premise = 62

grapes_kg_hypothesis = 14
grapes_rate_hypothesis = 54
mangoes_kg_hypothesis = 10
mangoes_rate_hypothesis = 62

# the hypothesis refers to the number and rate of purchased grapes and mangoes mentioned in the premise
if grapes_kg_hypothesis >= grapes_kg_premise:
    # check if the hypothesis value contradicts the estimate of being less than 'grapes_kg_premise'
    label = ""contradiction""
elif grapes_rate_hypothesis != grapes_rate_premise or mangoes_kg_hypothesis != mangoes_kg_premise or mangoes_rate_hypothesis != mangoes_rate_premise:
    # check if the rate of grapes or the number and rate of mangoes in the hypothesis contradicts the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
3869,Angela has 14 pairs of matched socks.,Angela has 74 pairs of matched socks.,contradiction,contradiction,"sock_pairs_premise = 14
sock_pairs_hypothesis = 74

# the hypothesis talks about the number of Angela's matched sock pairs, referenced also in the premise
if sock_pairs_hypothesis != sock_pairs_premise:
    # check if the number of sock pairs in the hypothesis contradicts the number reported in the premise
    label = ""contradiction""
else:
    # if the number of sock pairs in the hypothesis matches the number reported in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
6756,Tom goes after 8 P.,Tom goes after more than 4 P.,entailment,entailment,"time_premise = 8
time_hypothesis = 4

# the hypothesis refers to the time Tom goes, which is also mentioned in the premise
if time_hypothesis >= time_premise:
    # check if the time 'time_hypothesis' contradicts the time in the premise
    label = ""contradiction""
else:
    # if the hypothesis time does not contradict the premise time, we can infer entailment
    label = ""entailment""

print(label)
"
964,"Mary selects a total of less than 50 apples and oranges from the food stand, and the average (arithmetic mean) price of the 10 pieces of fruit is 54 ¢.","Mary selects a total of 10 apples and oranges from the food stand, and the average (arithmetic mean) price of the 10 pieces of fruit is 54 ¢.",neutral,neutral,"total_fruit_premise = 50
total_fruit_hypothesis = 10
average_price_premise = 54
average_price_hypothesis = 54

# the hypothesis refers to the total number of selected fruits and their average price mentioned in the premise
if total_fruit_hypothesis > total_fruit_premise:
    # check if the total number of fruits in the hypothesis contradicts the estimate of less than 'total_fruit_premise' in the premise
    label = ""contradiction""
elif average_price_hypothesis != average_price_premise:
    # check if the average price in the hypothesis contradicts the average price stated in the premise
    label = ""contradiction""
elif total_fruit_hypothesis < total_fruit_premise:
    # the premise gives only an estimate for the total number of fruits
    # any number of fruits less than 'total_fruit_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""
else:
    # if the hypothesis values do not contradict the premise ones, and total number of fruits is equal, we can infer entailment
    label = ""entailment""

print(label)
"
6595,In a certain province in France there are more than 1 cities.,In a certain province in France there are 9 cities.,neutral,neutral,"cities_province_premise = 1
cities_province_hypothesis = 9

# the hypothesis talks about the number of cities in the same province as referenced in the premise
if cities_province_hypothesis <= cities_province_premise:
    # check if the hypothesis value contradicts the estimate of more than 'cities_province_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of cities
    # any number of cities greater than 'cities_province_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
6798,Robert purchased $4000 worth of US saving bonds.,Robert purchased $more than 3000 worth of US saving bonds.,entailment,entailment,"bonds_purchased_premise = 4000
bonds_purchased_hypothesis = 3000

# the hypothesis talks about the amount of US saving bonds that Robert purchased, referenced also in the premise
if bonds_purchased_hypothesis >= bonds_purchased_premise:
    # check if the hypothesis value contradicts the exact amount of 'bonds_purchased_premise'
    label = ""contradiction""
else:
    # the hypothesis value is less than the premise value, thus it can be explicitly entailed from the premise
    label = ""entailment""

print(label)
"
3264,Steve gets on the elevator at the 11 th floor of a building and rides up at a rate of 57 floors per minute.,Steve gets on the elevator at the less than 71 th floor of a building and rides up at a rate of 57 floors per minute.,entailment,entailment,"start_floor_premise = 11
start_floor_hypothesis = 71
rate_premise = 57
rate_hypothesis = 57

# the hypothesis refers to the floor Steve starts at and the rate he rides the elevator, both mentioned in the premise
if start_floor_hypothesis <= start_floor_premise:
    # check if the floor number in the hypothesis contradicts the start floor in the premise
    label = ""contradiction""
elif rate_hypothesis != rate_premise:
    # check if the rate of riding the elevator in the hypothesis contradicts the rate mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
4725,"City A to city B, Andrew drove for 1 hr at 48 mph and for 3 hours at 60 mph.","City A to city B, Andrew drove for less than 5 hr at 48 mph and for 3 hours at 60 mph.",entailment,entailment,"# defining variables for premise
drive_time_48mph_premise = 1
drive_time_60mph_premise = 3

# defining variables for hypothesis
drive_time_48mph_hypothesis = 5
drive_time_60mph_hypothesis = 3

# the hypothesis talks about the driving time at different speeds, mentioned in the premise
if drive_time_48mph_hypothesis < drive_time_48mph_premise:
    # check if the hypothesis estimate contradicts the drive time at 48 mph in the premise
    label = ""contradiction""
elif drive_time_60mph_hypothesis != drive_time_60mph_premise:
    # check if the drive time at 60 mph in the hypothesis contradicts the drive time at 60 mph in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
4126,"While driving from City A to City B, Cara drives at a constant speed of less than 60 miles per hour.","While driving from City A to City B, Cara drives at a constant speed of 30 miles per hour.",neutral,neutral,"speed_premise = 60
speed_hypothesis = 30

# the hypothesis talks about the speed of Cara's drive from City A to City B, referenced also in the premise
if speed_hypothesis >= speed_premise:
    # check if the hypothesis value contradicts the estimate of less than 'speed_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the speed
    # any speed less than 'speed_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
3899,"5400 among John, Jose & Binoy in the ration 2:4:6.","less than 5400 among John, Jose & Binoy in the ration 2:4:6.",contradiction,contradiction,"total_amount_premise = 5400
total_amount_hypothesis = 5400

# the hypothesis refers to the total amount among John, Jose & Binoy mentioned in the premise
if total_amount_hypothesis >= total_amount_premise:
    # check if the 'total_amount_hypothesis' contradicts the premise
    label = ""contradiction""
else:
    # if the hypothesis estimate does not contradict the premise, we can infer entailment
    label = ""entailment""

print(label)
"
1294,"The average number of shirts with Salman, Ambani and Dalmiya is more than 10, if all of them reached a shopping mall in Delhi and purchased 14 shirts each of them then average number of shirt each of them now has.","The average number of shirts with Salman, Ambani and Dalmiya is 40, if all of them reached a shopping mall in Delhi and purchased 14 shirts each of them then average number of shirt each of them now has.",neutral,neutral,"average_shirts_premise = 10
average_shirts_hypothesis = 40
new_shirts_bought = 14

# the hypothesis refers to the average number of shirts with Salman, Ambani, and Dalmiya, referenced also in the premise
# both premise and hypothesis mention a new purchase of 'new_shirts_bought' shirts each
if average_shirts_hypothesis <= average_shirts_premise + new_shirts_bought:
    # check if the hypothesis value contradicts the estimate of more than 'average_shirts_premise'
    label = ""contradiction""
elif average_shirts_hypothesis > average_shirts_premise + new_shirts_bought:
    # check if the hypothesis value is more than the sum of 'average_shirts_premise' and 'new_shirts_bought'
    label = ""neutral""
else:
    # the premise gives only an estimate for the average number of shirts
    # any number of shirts greater than 'average_shirts_premise' + 'new_shirts_bought' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
662,Rosy is 40% more efficient than Mary.,Rosy is 30% more efficient than Mary.,contradiction,contradiction,"rosy_efficiency_premise = 40
rosy_efficiency_hypothesis = 30

# the hypothesis talks about Rosy's efficiency compared to Mary's, referenced also in the premise
if rosy_efficiency_hypothesis != rosy_efficiency_premise:
    # check if the hypothesis value contradicts the efficiency difference mentioned in the premise
    label = ""contradiction""
else:
    # the efficiency difference values in the hypothesis and the premise are the same
    label = ""entailment""

print(label)
"
2423,"If Donald carries a total of 30 notes (of either $10 or € 10,) then what is the total number of notes (of either $10 or € 10,) they take?","If Donald carries a total of 20 notes (of either $10 or € 10,) then what is the total number of notes (of either $10 or € 10,) they take?",contradiction,contradiction,"notes_carried_premise = 30
notes_carried_hypothesis = 20

# the hypothesis refers to the number of notes carried by Donald mentioned in the premise
if notes_carried_hypothesis != notes_carried_premise:
    # check if the number of notes in the hypothesis contradicts the number of notes reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1483,In a certain province in France there are less than 81 cities.,In a certain province in France there are 11 cities.,neutral,neutral,"cities_premise = 81
cities_hypothesis = 11

# the hypothesis talks about the number of cities in a certain province in France, also referenced in the premise
if cities_hypothesis >= cities_premise:
    # check if the hypothesis value contradicts the estimate of less than 'cities_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of cities
    # any number of cities less than 'cities_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
4300,"If Sanoop returned less than 6 t-shirts to the retailer, and the average price of the remaining t-shirts was Rs.","If Sanoop returned 1 t-shirts to the retailer, and the average price of the remaining t-shirts was Rs.",neutral,neutral,"tshirts_returned_premise = 6
tshirts_returned_hypothesis = 1

# the hypothesis refers to the number of t-shirts returned by Sanoop mentioned in the premise
if tshirts_returned_hypothesis >= tshirts_returned_premise:
    # check if the number of 'tshirts_returned_hypothesis' contradicts the number of t-shirts returned in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of returned t-shirts
    # any number of returned t-shirts less than 'tshirts_returned_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
881,"If T = 5/9 * (K-32), and if T = 35, then what is the value of K?","If T = 3/9 * (K-32), and if T = 35, then what is the value of K?",contradiction,contradiction,"T_premise = 35
T_hypothesis = 35
K_premise = (T_premise * (9/5)) + 32
K_hypothesis = (T_hypothesis * (9/3)) + 32

# the hypothesis refers to the same situation as the premise, but with a different formula
if K_premise != K_hypothesis:
    # check if the calculated value of K in the hypothesis contradicts the calculated value of K in the premise
    label = ""contradiction""
else:
    # if the calculated values of K are the same in premise and hypothesis, we can infer entailment
    label = ""entailment""

print(label)
"
6244,Another survey of less than 520 people in the town of Angie found that 60% preferred Brand A.,Another survey of 120 people in the town of Angie found that 60% preferred Brand A.,neutral,neutral,"survey_people_premise = 520
survey_people_hypothesis = 120

# The hypothesis is referring to the number of surveyed people in the town of Angie mentioned in the premise
if survey_people_hypothesis >= survey_people_premise:
    # Check if the number of surveyed people in the hypothesis contradicts the estimate of less than 'survey_people_premise'
    label = ""contradiction""
elif survey_people_hypothesis < survey_people_premise and survey_people_hypothesis > 0:
    # The premise only provides an upper limit for the number of surveyed people
    # Any number of surveyed people less than 'survey_people_premise' is consistent with the premise, but cannot be explicitly entailed from it
    label = ""neutral""
else:
    label = ""contradiction""

print(label)
"
3718,Alka bought less than 75 books for Rs.,Alka bought 15 books for Rs.,neutral,neutral,"books_bought_premise = 75
books_bought_hypothesis = 15

# the hypothesis talks about the number of books Alka bought, referenced also in the premise
if books_bought_hypothesis >= books_bought_premise:
    # check if the hypothesis value contradicts the estimate of less than 'books_bought_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of books
    # any number of books less than 'books_bought_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
7471,"Listco employs more than 52 level-1 employees, 30 of whom are college graduates.","Listco employs 72 level-1 employees, 30 of whom are college graduates.",neutral,neutral,"level1_employees_premise = 52
level1_employees_hypothesis = 72
graduates_premise = 30
graduates_hypothesis = 30

# the hypothesis refers to the number of level-1 employees and graduates at Listco mentioned in the premise
if level1_employees_hypothesis <= level1_employees_premise:
    # check if the number of 'level1_employees_hypothesis' contradicts the number of level-1 employees in the premise
    label = ""contradiction""
elif graduates_hypothesis != graduates_premise:
    # check if the number of graduates in the hypothesis contradicts the number of graduates reported in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of level-1 employees
    # any number of employees greater than 'level1_employees_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1928,Cara drives at a constant speed of 32 km per hour.,Cara drives at a constant speed of less than 32 km per hour.,contradiction,contradiction,"cara_speed_premise = 32
cara_speed_hypothesis = 32

# the hypothesis refers to Cara's driving speed mentioned in the premise
if cara_speed_hypothesis >= cara_speed_premise:
    # check if the hypothesis value contradicts the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise, we can infer entailment
    label = ""entailment""

print(label)
"
5009,Shawn invested one half of his savings in a bond that paid simple interest for 2 years and received $200 as interest.,Shawn invested one half of his savings in a bond that paid simple interest for 6 years and received $200 as interest.,contradiction,contradiction,"interest_premise = 200
interest_hypothesis = 200
years_premise = 2
years_hypothesis = 6

# the hypothesis refers to the amount of interest and the years of investment mentioned in the premise
if interest_premise != interest_hypothesis:
    # check if the interest in the hypothesis contradicts the interest reported in the premise
    label = ""contradiction""
elif years_premise != years_hypothesis:
    # check if the years of investment in the hypothesis contradicts the years of investment reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
288,Jane and Thomas are among the 7 people from which a committee of 3 people is to be selected.,Jane and Thomas are among the more than 1 people from which a committee of 3 people is to be selected.,entailment,entailment,"people_premise = 7
people_hypothesis = 1
committee_size = 3

# the hypothesis refers to the people (Jane and Thomas) and committees mentioned in the premise
if people_hypothesis >= people_premise:
    # check if the people_hypothesis contradicts the number of people in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1072,Tom and Jerry enter into a partnership by investing $more than 200 and $300 respectively.,Tom and Jerry enter into a partnership by investing $700 and $300 respectively.,neutral,neutral,"tom_investment_premise = 200
jerry_investment_premise = 300
tom_investment_hypothesis = 700
jerry_investment_hypothesis = 300

# the hypothesis talks about the investment amount of Tom and Jerry, referenced also in the premise
if tom_investment_hypothesis <= tom_investment_premise:
    # check if the hypothesis value contradicts the estimate of more than 'tom_investment_premise'
    label = ""contradiction""
elif jerry_investment_hypothesis != jerry_investment_premise:
    # check if the investment of Jerry in the hypothesis contradicts the investment of Jerry reported in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the investment of Tom
    # any investment of Tom greater than 'tom_investment_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
4329,Diane find 6 cans of paint are just enough to paint one third of her room.,Diane find less than 7 cans of paint are just enough to paint one third of her room.,entailment,entailment,"cans_premise = 6
cans_hypothesis = 7

# the hypothesis refers to the number of cans of paint Diane used to paint one third of her room
if cans_hypothesis <= cans_premise:
    # check if the hypothesis value contradicts the number of cans stated in the premise
    label = ""contradiction""
elif cans_hypothesis != cans_premise + 1:
    # check if the number of cans in the hypothesis is more than the number of cans used in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
2484,"Dacid obtained 76, 65, 82, 67 and 85 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.","Dacid obtained less than 86, 65, 82, 67 and 85 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.",entailment,entailment,"english_mark_premise = 76
mathematics_mark_premise = 65
physics_mark_premise = 82
chemistry_mark_premise = 67
biology_mark_premise = 85

english_mark_hypothesis = 86
mathematics_mark_hypothesis = 65
physics_mark_hypothesis = 82
chemistry_mark_hypothesis = 67
biology_mark_hypothesis = 85

# the hypothesis is referring to the marks obtained by Dacid in various subjects mentioned in the premise
if english_mark_premise >= english_mark_hypothesis or mathematics_mark_premise > mathematics_mark_hypothesis or physics_mark_premise > physics_mark_hypothesis or chemistry_mark_premise > chemistry_mark_hypothesis or biology_mark_premise > biology_mark_hypothesis:
    # check if the marks obtained in the hypothesis contradict the marks obtained in the premise
    label = ""contradiction""
else:
    # if the marks in the hypothesis do not contradict the marks in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
5100,"5887 is divided between Shyam and Ram, such that Shyam's share at the end of 9 years is equal to Ram's share at the end of 11 years, compounded annually at the rate of 5 %.","more than 4887 is divided between Shyam and Ram, such that Shyam's share at the end of 9 years is equal to Ram's share at the end of 11 years, compounded annually at the rate of 5 %.",entailment,entailment,"total_money_premise = 5887
total_money_hypothesis = 4887

# the hypothesis talks about the total money divided between Shyam and Ram, which is also mentioned in the premise
if total_money_premise <= total_money_hypothesis:
    # check if the amount in the premise contradicts the estimate of more than 'total_money_hypothesis'
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
7138,David's Bank's saving amount is decreased less than 60% due to loan payment and current balance is Rs.,David's Bank's saving amount is decreased 10% due to loan payment and current balance is Rs.,neutral,neutral,"saving_decrease_premise = 60
saving_decrease_hypothesis = 10

# the hypothesis refers to the percentage of saving amount decrease mentioned in the premise
if saving_decrease_hypothesis >= saving_decrease_premise:
    # check if the 'saving_decrease_hypothesis' contradicts the estimate of saving decrease in the premise
    label = ""contradiction""
elif saving_decrease_hypothesis < saving_decrease_premise:
    # the premise gives only an estimate for the decrease of saving amount
    # any decrease percent less than 'saving_decrease_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
4763,"If Henry were to add 8 gallons of water to a tank that is already 3/4 full of water, the tank would be 7/8 full.","If Henry were to add 2 gallons of water to a tank that is already 3/4 full of water, the tank would be 7/8 full.",contradiction,contradiction,"water_added_premise = 8
water_added_hypothesis = 2
tank_fill_premise = 7/8
tank_fill_hypothesis = 7/8

# the hypothesis is about the quantity of water added to a tank and the resulting fill level, which is the same context as the premise
if water_added_hypothesis != water_added_premise:
    # check if the quantity of water added in the hypothesis contradicts the quantity of water added in the premise
    label = ""contradiction""
elif tank_fill_hypothesis != tank_fill_premise:
    # check if the fill level of the tank in the hypothesis contradicts the fill level of the tank in the premise
    label = ""contradiction""
else:
    # if the values in the hypothesis do not contradict the ones in the premise, but they do not match either, we can infer neutrality
    label = ""neutral""

print(label)
"
