sample_index,generated_label,error_message,golden_label,premise,hypothesis,clean_premise,clean_hypothesis,completion
3610,neutral,,neutral,"The average marks scored by Ganesh in English , Science , Mathematics and History is less than less than 40 from that scored by him in English , History , Geography and Mathematics","The average marks scored by Ganesh in English , Science , Mathematics and History is less than 20 from that scored by him in English , History , Geography and Mathematics","the average marks scored by ganesh in english , science , mathematics and history is less than less than 40 from that scored by him in english , history , geography and mathematics","the average marks scored by ganesh in english , science , mathematics and history is less than 20 from that scored by him in english , history , geography and mathematics","average_marks_diff_premise = 40
average_marks_diff_hypothesis = 20

def entailment_or_contradiction_or_neutral(average_marks_diff_premise, average_marks_diff_hypothesis):
    # the hypothesis refers to the difference in average marks scored by Ganesh in different subjects, mentioned in the premise
    # the hypothesis estimates the difference to be less than 'average_marks_diff_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the difference reported in the premise is less than 'average_marks_diff_hypothesis'
    if average_marks_diff_premise < average_marks_diff_hypothesis:
        return False
    # if the difference in the premise is greater than or equal to 'average_marks_diff_hypothesis', the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(average_marks_diff_premise, average_marks_diff_hypothesis))
"
2003,contradiction,,contradiction,In 5 years John will be twice as old as Frank,In 4 years John will be twice as old as Frank,in 5 years john will be twice as old as frank,in 4 years john will be twice as old as frank,"# Extracting quantities
john_future_age_ratio_premise = 5
john_future_age_ratio_hypothesis = 4

def entailment_or_contradiction_or_neutral(john_future_age_ratio_premise, john_future_age_ratio_hypothesis):
    # The hypothesis talks about the same situation as the premise, but changes the time frame.
    # If the premise were true, John would be twice as old as Frank in 5 years, not 4 years.
    # Therefore, the hypothesis contradicts the premise.
    if john_future_age_ratio_hypothesis != john_future_age_ratio_premise:
        return False
    # If the hypothesis and premise would be the same, it would entail the premise.
    elif john_future_age_ratio_hypothesis == john_future_age_ratio_premise:
        return True
    # Any other scenario would be considered neutral.
    else:
        return None

print(entailment_or_contradiction_or_neutral(john_future_age_ratio_premise, john_future_age_ratio_hypothesis))
"
5141,contradiction,,contradiction,Meg and Bob are among the 4 participants in a cycling race,Meg and Bob are among the 6 participants in a cycling race,meg and bob are among the 4 participants in a cycling race,meg and bob are among the 6 participants in a cycling race,"participants_race_premise = 4
participants_race_hypothesis = 6

def entailment_or_contradiction_or_neutral(participants_race_premise, participants_race_hypothesis):
    # the hypothesis refers to the number of participants in a race mentioned in the premise
    # the hypothesis estimates the number of participants to be 'participants_race_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the number of participants in the premise is less than 'participants_race_hypothesis'
    if participants_race_premise < participants_race_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(participants_race_premise, participants_race_hypothesis))
"
1268,contradiction,,contradiction,Martha has 4 dogs and 4 cats,Martha has 3 dogs and 4 cats,martha has 4 dogs and 4 cats,martha has 3 dogs and 4 cats,"dogs_martha_premise = 4
cats_martha_premise = 4
dogs_martha_hypothesis = 3
cats_martha_hypothesis = 4

def entailment_or_contradiction_or_neutral(dogs_martha_premise, cats_martha_premise, dogs_martha_hypothesis, cats_martha_hypothesis):
    # the hypothesis refers to the number of dogs and cats Martha owns, which is also mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the number of dogs or cats reported in the premise is different from the number reported in the hypothesis
    if dogs_martha_premise != dogs_martha_hypothesis or cats_martha_premise != cats_martha_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(dogs_martha_premise, cats_martha_premise, dogs_martha_hypothesis, cats_martha_hypothesis))
"
4197,entailment,,entailment,"Jessica can text 95 words per minute , while Maurice can text 10 words per minute","Jessica can text more than 75 words per minute , while Maurice can text 10 words per minute","jessica can text 95 words per minute , while maurice can text 10 words per minute","jessica can text more than 75 words per minute , while maurice can text 10 words per minute","jessica_texting_speed_premise = 95
maurice_texting_speed_premise = 10
min_jessica_texting_speed_hypothesis = 75
maurice_texting_speed_hypothesis = 10

def entailment_or_contradiction_or_neutral(jessica_texting_speed_premise, maurice_texting_speed_premise, min_jessica_texting_speed_hypothesis, maurice_texting_speed_hypothesis):
    # the hypothesis refers to Jessica's and Maurice's texting speeds mentioned in the premise
    # the hypothesis estimates Jessica's texting speed to more than 'min_jessica_texting_speed_hypothesis' and Maurice's texting speed equal to 'maurice_texting_speed_hypothesis'
    # check for contradiction in the hypothesis by checking if Jessica's texting speed in the premise is less than 'min_jessica_texting_speed_hypothesis' or Maurice's texting speed in the premise is not equal to 'maurice_texting_speed_hypothesis'
    if jessica_texting_speed_premise < min_jessica_texting_speed_hypothesis or maurice_texting_speed_premise != maurice_texting_speed_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(jessica_texting_speed_premise, maurice_texting_speed_premise, min_jessica_texting_speed_hypothesis, maurice_texting_speed_hypothesis))
"
3878,contradiction,,contradiction,Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 9 hours and then the remaining job is completed by Ashutosh,suresh works for 9 hours and then the remaining job is completed by ashutosh,suresh works for more than 9 hours and then the remaining job is completed by ashutosh,"suresh_work_hours_premise = 9
suresh_work_hours_hypothesis = 9  # The hypothesis implies Suresh works more than the hours stated

def entailment_or_contradiction_or_neutral(suresh_work_hours_premise, suresh_work_hours_hypothesis):
    # the hypothesis refers to the work hours of Suresh mentioned in the premise
    # the hypothesis states that Suresh works more than the hours stated in the premise
    # check if the hypothesis contradicts the premise by checking if the work hours of Suresh stated in the hypothesis are less than or equal to 'suresh_work_hours_premise'
    if suresh_work_hours_hypothesis <= suresh_work_hours_premise:
        return False
    # the hypothesis contradicts the premise because it states that Suresh works more than the hours claimed in the premise
    return None

print(entailment_or_contradiction_or_neutral(suresh_work_hours_premise, suresh_work_hours_hypothesis))
"
5414,contradiction,,contradiction,Lary and Terry enter into a partnership by investing $ 700 and $ 300 respectively,Lary and Terry enter into a partnership by investing $ more than 700 and $ 300 respectively,lary and terry enter into a partnership by investing $ 700 and $ 300 respectively,lary and terry enter into a partnership by investing $ more than 700 and $ 300 respectively,"lary_investment_premise = 700
terry_investment_premise = 300
min_lary_investment_hypothesis = 700
terry_investment_hypothesis = 300

def entailment_or_contradiction_or_neutral(lary_investment_premise, terry_investment_premise, min_lary_investment_hypothesis, terry_investment_hypothesis):
    # The hypothesis refers to the investments made by Lary and Terry mentioned in the premise
    # The hypothesis estimates Lary's investment to be more than 'min_lary_investment_hypothesis' and Terry's investment to be equal to 'terry_investment_hypothesis'
    # Check if the hypothesis contradicts the premise by checking if Lary's investment reported in the premise is lower than 'min_lary_investment_hypothesis' or Terry's investment is not equal to 'terry_investment_hypothesis'
    if lary_investment_premise <= min_lary_investment_hypothesis or terry_investment_premise != terry_investment_hypothesis:
        return False
    else:
        return None

print(entailment_or_contradiction_or_neutral(lary_investment_premise, terry_investment_premise, min_lary_investment_hypothesis, terry_investment_hypothesis))
"
2664,entailment,,entailment,Jerry has 3 flavors of ice cream in his parlor,Jerry has less than 7 flavors of ice cream in his parlor,jerry has 3 flavors of ice cream in his parlor,jerry has less than 7 flavors of ice cream in his parlor,"ice_cream_flavors_premise = 3
max_ice_cream_flavors_hypothesis = 7

def entailment_or_contradiction_or_neutral(ice_cream_flavors_premise, max_ice_cream_flavors_hypothesis):
    # the hypothesis refers to the number of ice cream flavors mentioned in the premise
    # the hypothesis estimates the ice cream flavors to less than 'max_ice_cream_flavors_hypothesis'
    # check if the hypothesis contradicts the premise by checking if ice cream flavors reported in the premise are more than 'max_ice_cream_flavors_hypothesis'
    if ice_cream_flavors_premise > max_ice_cream_flavors_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(ice_cream_flavors_premise, max_ice_cream_flavors_hypothesis))
"
6999,entailment,,entailment,Ramesh can finish a work in 20 days and Sushil in 25 days,Ramesh can finish a work in less than 60 days and Sushil in 25 days,ramesh can finish a work in 20 days and sushil in 25 days,ramesh can finish a work in less than 60 days and sushil in 25 days,"ramesh_work_days_premise = 20
sushil_work_days_premise = 25
max_ramesh_work_days_hypothesis = 60
sushil_work_days_hypothesis = 25

def entailment_or_contradiction_or_neutral(ramesh_work_days_premise, sushil_work_days_premise, max_ramesh_work_days_hypothesis, sushil_work_days_hypothesis):
    # the hypothesis talks about the time it takes for Ramesh and Sushil to finish a work, both referenced in the premise
    # check if the hypothesis contradicts the premise by checking if 'ramesh_work_days_premise' is more than 'max_ramesh_work_days_hypothesis' or 'sushil_work_days_premise' is not equal to 'sushil_work_days_hypothesis'
    if ramesh_work_days_premise > max_ramesh_work_days_hypothesis or sushil_work_days_premise != sushil_work_days_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(ramesh_work_days_premise, sushil_work_days_premise, max_ramesh_work_days_hypothesis, sushil_work_days_hypothesis))
"
6798,entailment,,entailment,Robert purchased $ 4000 worth of US saving bonds,Robert purchased $ more than 3000 worth of US saving bonds,robert purchased $ 4000 worth of us saving bonds,robert purchased $ more than 3000 worth of us saving bonds,"us_saving_bonds_purchase_premise = 4000
min_us_saving_bonds_purchase_hypothesis = 3000

def entailment_or_contradiction_or_neutral(us_saving_bonds_purchase_premise, min_us_saving_bonds_purchase_hypothesis):
    # the hypothesis refers to the purchase of US saving bonds mentioned in the premise
    # the hypothesis estimates the purchase to be more than 'min_us_saving_bonds_purchase_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the purchase reported in the premise is lower than or equal to 'min_us_saving_bonds_purchase_hypothesis'
    if us_saving_bonds_purchase_premise <= min_us_saving_bonds_purchase_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(us_saving_bonds_purchase_premise, min_us_saving_bonds_purchase_hypothesis))
"
4164,entailment,,entailment,"If the average speed of the whole journey was 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","If the average speed of the whole journey was more than 16 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","if the average speed of the whole journey was 36 mph , then what is tom ' s speed driving from b to c in miles per hour ?","if the average speed of the whole journey was more than 16 mph , then what is tom ' s speed driving from b to c in miles per hour ?","avg_speed_journey_premise = 36
min_avg_speed_journey_hypothesis = 16

def entailment_or_contradiction_or_neutral(avg_speed_journey_premise, min_avg_speed_journey_hypothesis):
    # the hypothesis refers to the average speed of the journey mentioned in the premise
    # the hypothesis estimates the average speed to more than 'min_avg_speed_journey_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the average speed reported in the premise is lower than 'min_avg_speed_journey_hypothesis'
    if avg_speed_journey_premise <= min_avg_speed_journey_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(avg_speed_journey_premise, min_avg_speed_journey_hypothesis))
"
7140,entailment,,entailment,"If the next three flights departed on - time , how many subsequent flights need to depart from Phoenix on - time , for the airport ' s on - time departure rate to be higher than 50 % ?","If the next three flights departed on - time , how many subsequent flights need to depart from Phoenix on - time , for the airport ' s on - time departure rate to be higher than more than 40 % ?","if the next three flights departed on - time , how many subsequent flights need to depart from phoenix on - time , for the airport ' s on - time departure rate to be higher than 50 % ?","if the next three flights departed on - time , how many subsequent flights need to depart from phoenix on - time , for the airport ' s on - time departure rate to be higher than more than 40 % ?","departure_rate_premise = 50
departure_rate_hypothesis = 40

def entailment_or_contradiction_or_neutral(departure_rate_premise, departure_rate_hypothesis):
    # The hypothesis refers to the on-time departure rate mentioned in the premise
    # The hypothesis estimates the on-time departure rate to be more than 'departure_rate_hypothesis'
    # Check if the hypothesis contradicts the premise by checking if the on-time departure rate is higher than 'departure_rate_premise'
    if departure_rate_hypothesis > departure_rate_premise:
        return False
    # Since 'departure_rate_hypothesis' is less than 'departure_rate_premise', the premise entails the hypothesis
    else:
        return True

print(entailment_or_contradiction_or_neutral(departure_rate_premise, departure_rate_hypothesis))
"
2644,neutral,,neutral,The compound interest earned by Sunil on a certain amount at the end of two years at the rate of more than 6 % p,The compound interest earned by Sunil on a certain amount at the end of two years at the rate of 8 % p,the compound interest earned by sunil on a certain amount at the end of two years at the rate of more than 6 % p,the compound interest earned by sunil on a certain amount at the end of two years at the rate of 8 % p,"min_interest_rate_premise = 6
interest_rate_hypothesis = 8

def entailment_or_contradiction_or_neutral(min_interest_rate_premise, interest_rate_hypothesis):
    # the hypothesis talks about the interest rate, which is also referred to in the premise
    # check if the hypothesis contradicts the premise estimate of more than 'min_interest_rate_premise', by checking if the rate from the hypothesis is lower or equal to 'min_interest_rate_premise'
    if interest_rate_hypothesis <= min_interest_rate_premise:
        return False
    # any interest rate greater than 6% is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(min_interest_rate_premise, interest_rate_hypothesis))
"
5138,contradiction,,contradiction,"A train travels from Albany to Syracuse , a distance of 100 miles , at the average rate of 50 miles per hour","A train travels from Albany to Syracuse , a distance of less than 100 miles , at the average rate of 50 miles per hour","a train travels from albany to syracuse , a distance of 100 miles , at the average rate of 50 miles per hour","a train travels from albany to syracuse , a distance of less than 100 miles , at the average rate of 50 miles per hour","distance_premise = 100
distance_hypothesis = 100

def entailment_or_contradiction_or_neutral(distance_premise, distance_hypothesis):
    # the hypothesis refers to the distance between Albany and Syracuse mentioned in the premise
    # the hypothesis states that the distance is less than 100 miles
    # check if the hypothesis contradicts the premise by checking if the distance stated in the hypothesis is equal to the distance in the premise
    if distance_hypothesis >= distance_premise:
        return False
    # since the distance in the hypothesis is less than the distance in the premise, the hypothesis contradicts the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(distance_premise, distance_hypothesis))
"
4561,neutral,,neutral,Mary can type less than 6 pages in 10 minutes,Mary can type 5 pages in 10 minutes,mary can type less than 6 pages in 10 minutes,mary can type 5 pages in 10 minutes,"max_pages_premise = 6
pages_hypothesis = 5

def entailment_or_contradiction_or_neutral(max_pages_premise, pages_hypothesis):
    # the hypothesis refers to the number of pages Mary can type in 10 minutes, mentioned also in the premise
    # check if the hypothesis contradicts the premise by checking if the number of pages from the hypothesis is greater or equal to 'max_pages_premise'
    if pages_hypothesis >= max_pages_premise:
        return False
    # any number of pages less than 6 is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(max_pages_premise, pages_hypothesis))
"
4301,contradiction,,contradiction,"If Sanoop returned 1 t - shirts to the retailer , and the average price of the remaining t - shirts was Rs","If Sanoop returned 5 t - shirts to the retailer , and the average price of the remaining t - shirts was Rs","if sanoop returned 1 t - shirts to the retailer , and the average price of the remaining t - shirts was rs","if sanoop returned 5 t - shirts to the retailer , and the average price of the remaining t - shirts was rs","tshirts_returned_premise = 1
tshirts_returned_hypothesis = 5

def entailment_or_contradiction_or_neutral(tshirts_returned_premise, tshirts_returned_hypothesis):
    # the hypothesis refers to the number of returned t-shirts mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the number of returned t-shirts in the hypothesis is not equal to the number in the premise
    if tshirts_returned_hypothesis != tshirts_returned_premise:
        return False
    # if the numbers are equal, the hypothesis is entailed by the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(tshirts_returned_premise, tshirts_returned_hypothesis))
"
3164,contradiction,,contradiction,"During a car trip , Maria stopped to rest after she traveled 1 / 2 of the total distance to her destination","During a car trip , Maria stopped to rest after she traveled less than 1 / 2 of the total distance to her destination","during a car trip , maria stopped to rest after she traveled 1 / 2 of the total distance to her destination","during a car trip , maria stopped to rest after she traveled less than 1 / 2 of the total distance to her destination","travel_distance_ratio_premise = 1 / 2
travel_distance_ratio_hypothesis = ""less than 1 / 2""

def entailment_or_contradiction_or_neutral(travel_distance_ratio_premise, travel_distance_ratio_hypothesis):
    # the hypothesis refers to the distance ratio Maria traveled before resting, as mentioned in the premise
    # if the hypothesis is exactly 1/2 it would entail the premise
    # however, the hypothesis is ""less than 1/2"" which contradicts the premise
    if travel_distance_ratio_hypothesis == ""less than 1 / 2"":
        return False
    else:
        return None

print(entailment_or_contradiction_or_neutral(travel_distance_ratio_premise, travel_distance_ratio_hypothesis))
"
5498,contradiction,,contradiction,"In a certain town , the ratio of NY Yankees fans to NY Mets fans is 2 : 1 , and the ratio of NY Mets fans to Boston Red Sox fans is 3 : 7","In a certain town , the ratio of NY Yankees fans to NY Mets fans is 8 : 1 , and the ratio of NY Mets fans to Boston Red Sox fans is 3 : 7","in a certain town , the ratio of ny yankees fans to ny mets fans is 2 : 1 , and the ratio of ny mets fans to boston red sox fans is 3 : 7","in a certain town , the ratio of ny yankees fans to ny mets fans is 8 : 1 , and the ratio of ny mets fans to boston red sox fans is 3 : 7","yankees_to_mets_premise = 2/1
mets_to_red_sox_premise = 3/7

yankees_to_mets_hypothesis = 8/1
mets_to_red_sox_hypothesis = 3/7

def entailment_or_contradiction_or_neutral(yankees_to_mets_premise, mets_to_red_sox_premise, yankees_to_mets_hypothesis, mets_to_red_sox_hypothesis):
    # the hypothesis talks about the ratio of NY Yankees fans to NY Mets fans and the ratio of NY Mets fans to Boston Red Sox fans in a certain town, which is also mentioned in the premise
    # check if the hypothesis contradicts the premise for the ratio of NY Yankees fans to NY Mets fans
    if yankees_to_mets_hypothesis != yankees_to_mets_premise:
        return False
    # check if the hypothesis contradicts the premise for the ratio of NY Mets fans to Boston Red Sox fans
    if mets_to_red_sox_hypothesis != mets_to_red_sox_premise:
        return False
    # if there is no contradiction, the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(yankees_to_mets_premise, mets_to_red_sox_premise, yankees_to_mets_hypothesis, mets_to_red_sox_hypothesis))
"
4604,contradiction,,contradiction,"The distance between their homes is 42 kilometers , Ella ' s walking speed is 5 km / h , and Ed ' s walking speed is 3 km / h","The distance between their homes is 52 kilometers , Ella ' s walking speed is 5 km / h , and Ed ' s walking speed is 3 km / h","the distance between their homes is 42 kilometers , ella ' s walking speed is 5 km / h , and ed ' s walking speed is 3 km / h","the distance between their homes is 52 kilometers , ella ' s walking speed is 5 km / h , and ed ' s walking speed is 3 km / h","distance_premise = 42
distance_hypothesis = 52
ella_speed_premise = ella_speed_hypothesis = 5
ed_speed_premise = ed_speed_hypothesis = 3

def entailment_or_contradiction_or_neutral(distance_premise, distance_hypothesis, ella_speed_premise, ella_speed_hypothesis, ed_speed_premise, ed_speed_hypothesis):
    # the hypothesis refers to the distance between their homes and their walking speeds
    # check if the hypothesis contradicts the premise by comparing the distances and the speeds
    if distance_premise != distance_hypothesis or ella_speed_premise != ella_speed_hypothesis or ed_speed_premise != ed_speed_hypothesis:
        return False
    # if the distances and speeds are equal, then the hypothesis entails the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(distance_premise, distance_hypothesis, ella_speed_premise, ella_speed_hypothesis, ed_speed_premise, ed_speed_hypothesis))
"
1761,entailment,,entailment,The ratio of men to women in the Snyder community choir is 4 to 3,The ratio of men to women in the Snyder community choir is less than 7 to 3,the ratio of men to women in the snyder community choir is 4 to 3,the ratio of men to women in the snyder community choir is less than 7 to 3,"men_women_ratio_premise = 4 / 3
max_men_women_ratio_hypothesis = 7 / 3

def entailment_or_contradiction_or_neutral(men_women_ratio_premise, max_men_women_ratio_hypothesis):
    # the hypothesis talks about the ratio of men to women in a choir, as does the premise
    # check if the hypothesis contradicts the premise by checking if the ratio in the premise is more than the maximum ratio in the hypothesis
    if men_women_ratio_premise > max_men_women_ratio_hypothesis:
        return False
    # the ratio in the premise is less than the maximum ratio in the hypothesis, so the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(men_women_ratio_premise, max_men_women_ratio_hypothesis))
"
3440,contradiction,,contradiction,"Jill has 28 gallons of water stored in quart , half - gallon , and one gallon jars","Jill has 38 gallons of water stored in quart , half - gallon , and one gallon jars","jill has 28 gallons of water stored in quart , half - gallon , and one gallon jars","jill has 38 gallons of water stored in quart , half - gallon , and one gallon jars","water_storage_premise = 28
water_storage_hypothesis = 38

def entailment_or_contradiction_or_neutral(water_storage_premise, water_storage_hypothesis):
    # the hypothesis refers to the amount of water storage mentioned in the premise
    # the hypothesis estimates the water storage to be 'water_storage_hypothesis'
    # check if the hypothesis contradicts the premise by checking if water storage reported in the premise is different than 'water_storage_hypothesis'
    if water_storage_premise != water_storage_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(water_storage_premise, water_storage_hypothesis))
"
2271,entailment,,entailment,What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is 2 : 3 ?,What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is less than 4 : 3 ?,what is the average speed of murali from a to c given that the ratio of distances between a to b and b to c is 2 : 3 ?,what is the average speed of murali from a to c given that the ratio of distances between a to b and b to c is less than 4 : 3 ?,"# Extract the ratio from the premise and hypothesis
ratio_AB_BC_premise = 2 / 3
ratio_AB_BC_hypothesis = 4 / 3

def entailment_or_contradiction_or_neutral(ratio_AB_BC_premise, ratio_AB_BC_hypothesis):
    # The hypothesis is about the ratio of distances between A to B and B to C
    # The hypothesis states that this ratio is less than 4:3
    # Check if the premise contradicts the hypothesis by checking if the ratio in the premise is greater than or equal to the ratio in the hypothesis
    if ratio_AB_BC_premise >= ratio_AB_BC_hypothesis:
        return False
    # If the premise does not contradict the hypothesis, it must entail the hypothesis
    # Any ratio less than 4:3 is consistent with the premise, so the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(ratio_AB_BC_premise, ratio_AB_BC_hypothesis))
"
1656,entailment,,entailment,"While planning their outing , Abhishek understood that their boat could travel with a speed of 12 kmph in still water","While planning their outing , Abhishek understood that their boat could travel with a speed of less than 22 kmph in still water","while planning their outing , abhishek understood that their boat could travel with a speed of 12 kmph in still water","while planning their outing , abhishek understood that their boat could travel with a speed of less than 22 kmph in still water","boat_speed_premise = 12
max_boat_speed_hypothesis = 22

def entailment_or_contradiction_or_neutral(boat_speed_premise, max_boat_speed_hypothesis):
    # both premise and hypothesis talk about the speed of the boat in still water
    # check if the hypothesis contradicts the premise estimate of 'boat_speed_premise' by checking if the speed of the boat from the hypothesis is lower than 'boat_speed_premise'
    if max_boat_speed_hypothesis < boat_speed_premise:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(boat_speed_premise, max_boat_speed_hypothesis))
"
4079,contradiction,,contradiction,Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 30 kmph and from city B to city C at 60 kmph,murali travelled from city a to city b at a speed of 40 kmph and from city b to city c at 60 kmph,murali travelled from city a to city b at a speed of 30 kmph and from city b to city c at 60 kmph,"speed_AB_premise = 40
speed_BC_premise = 60
speed_AB_hypothesis = 30
speed_BC_hypothesis = 60

def entailment_or_contradiction_or_neutral(speed_AB_premise, speed_BC_premise, speed_AB_hypothesis, speed_BC_hypothesis):
    # the hypothesis discusses the speed of travel from city A to B and from B to C, mentioned also in the premise
    # check if the hypothesis contradicts the premise by checking if the speeds mentioned in the hypothesis are not equal to those in the premise
    if speed_AB_hypothesis != speed_AB_premise or speed_BC_hypothesis != speed_BC_premise:
        return False
    # if the speeds are the same, the hypothesis is entailed by the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(speed_AB_premise, speed_BC_premise, speed_AB_hypothesis, speed_BC_hypothesis))
"
2067,entailment,,entailment,"When Robert ' s height is included , the average increases by 2 inches","When Robert ' s height is included , the average increases by less than 5 inches","when robert ' s height is included , the average increases by 2 inches","when robert ' s height is included , the average increases by less than 5 inches","average_increase_with_robert_premise = 2
max_average_increase_with_robert_hypothesis = 5

def entailment_or_contradiction_or_neutral(average_increase_with_robert_premise, max_average_increase_with_robert_hypothesis):
    # the hypothesis refers to the increase in average height when Robert's height is included
    # check if the hypothesis contradicts the premise by checking if the increase in average height in the premise is greater than 'max_average_increase_with_robert_hypothesis'
    if average_increase_with_robert_premise > max_average_increase_with_robert_hypothesis:
        return False
    # if the premise increase is less than 'max_average_increase_with_robert_hypothesis', the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(average_increase_with_robert_premise, max_average_increase_with_robert_hypothesis))
"
4787,contradiction,,contradiction,There are 25 stations between Hyderabad and Bangalore,There are less than 25 stations between Hyderabad and Bangalore,there are 25 stations between hyderabad and bangalore,there are less than 25 stations between hyderabad and bangalore,"stations_between_cities_premise = 25
max_stations_between_cities_hypothesis = 25

def entailment_or_contradiction_or_neutral(stations_between_cities_premise, max_stations_between_cities_hypothesis):
    # the hypothesis talks about the number of stations between two cities mentioned in the premise
    # the hypothesis estimates the stations to be less than 'max_stations_between_cities_hypothesis'
    # check if the hypothesis contradicts the premise by checking if stations reported in the premise are more than 'max_stations_between_cities_hypothesis'
    if stations_between_cities_premise >= max_stations_between_cities_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(stations_between_cities_premise, max_stations_between_cities_hypothesis))
"
1582,neutral,,neutral,"City A to city B , Michael drove for less than 4 hour at 80 mph and for 3 hours at 60 mph","City A to city B , Michael drove for 1 hour at 80 mph and for 3 hours at 60 mph","city a to city b , michael drove for less than 4 hour at 80 mph and for 3 hours at 60 mph","city a to city b , michael drove for 1 hour at 80 mph and for 3 hours at 60 mph","driving_time_80mph_premise = 4
driving_time_80mph_hypothesis = 1
driving_time_60mph_premise = 3
driving_time_60mph_hypothesis = 3

def entailment_or_contradiction_or_neutral(driving_time_80mph_premise, driving_time_80mph_hypothesis, driving_time_60mph_premise, driving_time_60mph_hypothesis):
    # the hypothesis talks about the time Michael drove at 80 and 60 mph, which is also referenced in the premise
    # check if the hypothesis contradicts the premise
    # the premise states that driving at 80 mph was for less than 4 hours, so the hypothesis driving for 1 hour at 80 mph does not contradict the premise
    # the hypothesis also states the same driving time at 60 mph as the premise, so it does not contradict the premise either
    # therefore, the hypothesis is neutral to the premise
    if driving_time_80mph_hypothesis > driving_time_80mph_premise or driving_time_60mph_hypothesis != driving_time_60mph_premise:
        return False
    return None

print(entailment_or_contradiction_or_neutral(driving_time_80mph_premise, driving_time_80mph_hypothesis, driving_time_60mph_premise, driving_time_60mph_hypothesis))
"
87,entailment,,entailment,Lucy deposited $ 67600 in an investment fund that provided 16 percent annual return compounded quarterly,Lucy deposited $ more than 27600 in an investment fund that provided 16 percent annual return compounded quarterly,lucy deposited $ 67600 in an investment fund that provided 16 percent annual return compounded quarterly,lucy deposited $ more than 27600 in an investment fund that provided 16 percent annual return compounded quarterly,"deposit_premise = 67600
min_deposit_hypothesis = 27600

def entailment_or_contradiction_or_neutral(deposit_premise, min_deposit_hypothesis):
    # the hypothesis refers to the amount deposited by Lucy, mentioned in the premise
    # the hypothesis estimates the deposit to be more than 'min_deposit_hypothesis'
    # check if the hypothesis contradicts the premise by checking if deposit reported in the premise is lower than 'min_deposit_hypothesis'
    if deposit_premise < min_deposit_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(deposit_premise, min_deposit_hypothesis))
"
3629,contradiction,,contradiction,David biked 16 1 / 3 miles in 2 hours and 20 minutes,David biked 76 1 / 3 miles in 2 hours and 20 minutes,david biked 16 1 / 3 miles in 2 hours and 20 minutes,david biked 76 1 / 3 miles in 2 hours and 20 minutes,"miles_biked_premise = 16 + 1/3
miles_biked_hypothesis = 76 + 1/3

def entailment_or_contradiction_or_neutral(miles_biked_premise, miles_biked_hypothesis):
    # the hypothesis talks about the distance biked by David, also mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the distance biked according to the hypothesis is different from the one in the premise
    if miles_biked_hypothesis != miles_biked_premise:
        return False
    # if the distances match, the hypothesis is entailing the premise
    return True

print(entailment_or_contradiction_or_neutral(miles_biked_premise, miles_biked_hypothesis))
"
