sample_index,premise,hypothesis,golden_label,reference_label,completion
560,21.0 birds were sitting in a tree and 14.0 more birds flew away.,7.0 birds are left in the tree.,entailment,entailment,"birds_in_tree_premise = 21.0
birds_flew_away_premise = 14.0
birds_left_hypothesis = 7.0

# the hypothesis refers to the number of birds left in the tree, which can be derived from the premise
# compute the number of birds left in the tree in the premise
birds_left_premise = birds_in_tree_premise - birds_flew_away_premise
if birds_left_hypothesis != birds_left_premise:
    # check if the number of birds left in the hypothesis contradicts the number of birds left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
420,"Mike joined his school's band and he bought a trumpet for $145.16, and sold a song book which was $5.84.",The net amount that Mike spent at the music store is 139.32.,entailment,entailment,"trumpet_price_premise = 145.16
song_book_price_premise = 5.84
net_spent_hypothesis = 139.32

# the hypothesis refers to the net amount spent by Mike, which can be computed from the premise
# compute the net amount spent in the premise
net_spent_premise = trumpet_price_premise - song_book_price_premise

if net_spent_hypothesis != net_spent_premise:
    # check if the net amount spent in the hypothesis contradicts the net amount spent from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
471,A restaurant made 9.0 hamburgers and 4.0 hot dogs to serve during lunch and then the restaurant made 3.0 more hamburgers.,15.0 hamburgers were made.,contradiction,contradiction,"hamburgers_made_initially_premise = 9.0
hamburgers_made_later_premise = 3.0
hamburgers_hypothesis = 15.0

# the hypothesis refers to the total number of hamburgers made in the restaurant, which are also mentioned in the premise
# compute the total number of hamburgers made in the premise
total_hamburgers_premise = hamburgers_made_initially_premise + hamburgers_made_later_premise
if hamburgers_hypothesis != total_hamburgers_premise:
    # check if the number of hamburgers in the hypothesis contradicts the number of hamburgers from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
3,A restaurant served 9.0 pizzas during lunch and 6.0 during dinner today.,17.0 pizzas were served today.,contradiction,contradiction,"pizzas_lunch_premise = 9.0
pizzas_dinner_premise = 6.0
total_pizzas_hypothesis = 17.0

# the hypothesis refers to the total number of pizzas served, which are also mentioned in the premise
# compute the total number of pizzas served in the premise
total_pizzas_premise = pizzas_lunch_premise + pizzas_dinner_premise
if total_pizzas_hypothesis != total_pizzas_premise:
    # check if the total number of pizzas in the hypothesis contradicts the total number of pizzas from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
636,The farmer had 127.0 apples and his neighbor gave him 88.0 pounds of apples.,He has 215.0 pounds of apples now.,entailment,entailment,"apples_farmer_premise = 127.0
apples_neighbour_premise = 88.0
total_apples_hypothesis = 215.0

# the hypothesis refers to the total number of apples, which are also mentioned in the premise
# compute the total number of apples in the premise
total_apples_premise = apples_farmer_premise + apples_neighbour_premise
if total_apples_hypothesis != total_apples_premise:
    # check if the total number of apples in the hypothesis contradicts the total number of apples from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
667,"In fourth grade there were 42.0 students at the start of the year and During the year, 4.0 students left, and 10.0 students were transferred to fifth grade.",26.0 students were in fourth grade at the end.,contradiction,contradiction,"start_students_premise = 42.0
left_students_premise = 4.0
transferred_students_premise = 10.0
end_students_hypothesis = 26.0

# the hypothesis refers to the number of students at the end, which is also mentioned in the premise
# compute the total number of students at the end in the premise
end_students_premise = start_students_premise - left_students_premise - transferred_students_premise
if end_students_hypothesis != end_students_premise:
    # check if the number of students at the end in the hypothesis contradicts the number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
445,A bathing suit manufacturer has a supply of 14797.0 bathing suits in total and it has 4969.0 bathing suits for women.,9832.0 bathing suits are there for men.,contradiction,contradiction,"total_suits_premise = 14797.0
women_suits_premise = 4969.0
men_suits_hypothesis = 9832.0

# the hypothesis refers to the number of men's bathing suits, which can be estimated from the premise
# compute the number of men's bathing suits in the premise
men_suits_premise = total_suits_premise - women_suits_premise

if men_suits_hypothesis != men_suits_premise:
    # check if the number of men's bathing suits in the hypothesis contradicts the number of men's bathing suits from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
505,6.0 people ate 54.0 lemon heads each.,327.0 lemon heads were eaten all together.,contradiction,contradiction,"people_premise = 6.0
lemon_heads_each_premise = 54.0
total_lemon_heads_hypothesis = 327.0

# the hypothesis refers to the total number of lemon heads eaten, which can also be calculated from the premise
# compute the total number of lemon heads eaten in the premise
total_lemon_heads_premise = people_premise * lemon_heads_each_premise
if total_lemon_heads_hypothesis != total_lemon_heads_premise:
    # check if the total number of lemon heads in the hypothesis contradicts the total number of lemon heads from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
694,"Wendy uploaded 79.0 pictures to Facebook on Monday and she uploaded 44.0 pictures to Facebook on Tuesday, then split all the pictures into 5.0 different albums.",24.6 pictures were in each album.,entailment,entailment,"uploaded_pictures_monday_premise = 79.0
uploaded_pictures_tuesday_premise = 44.0
pictures_per_album_hypothesis = 24.6
albums_premise = 5.0

# the hypothesis refers to the number of pictures per album, which is also referenced in the premise
# compute the total number of pictures from the premise
total_pictures_premise = uploaded_pictures_monday_premise + uploaded_pictures_tuesday_premise

# compute the average number of pictures per album from the premise
average_pictures_per_album_premise = total_pictures_premise / albums_premise

if pictures_per_album_hypothesis != average_pictures_per_album_premise:
    # check if the number of pictures per album in the hypothesis contradicts the number of pictures per album from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
414,There are 7.0 crayons in the drawer and Mary put 3.0 more crayons in the drawer.,10.0 crayons are in the drawer now.,entailment,entailment,"crayons_drawer_premise = 7.0
crayons_added_premise = 3.0
total_crayons_hypothesis = 10.0

# the hypothesis refers to the total number of crayons, which are also mentioned in the premise
# compute the total number of crayons in the premise
total_crayons_premise = crayons_drawer_premise + crayons_added_premise
if total_crayons_hypothesis != total_crayons_premise:
    # check if the total number of crayons in the hypothesis contradicts the total number of crayons from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
554,Hayley has 25.0 meatballs and Kirsten gave her 11.0 more.,Hayley has 36.0 meatballs now.,entailment,entailment,"meatballs_hayley_premise = 25.0
meatballs_kirsten_gave = 11.0
total_meatballs_hypothesis = 36.0

# the hypothesis refers to the total number of meatballs, which are also mentioned in the premise
# compute the total number of meatballs in the premise
total_meatballs_premise = meatballs_hayley_premise + meatballs_kirsten_gave
if total_meatballs_hypothesis != total_meatballs_premise:
    # check if the number of meatballs in the hypothesis contradicts the number of meatballs from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
434,"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen and their checking account had 6359.0 yen, and he has spent 3485.0 yen since then.",They have 2874.0 yen left.,entailment,entailment,"initial_amount_premise = 6359.0
spent_amount_premise = 3485.0
remaining_amount_hypothesis = 2874.0

# the hypothesis refers to the remaining amount of yen, which can be calculated from the premise
# compute the remaining amount of yen in the premise
remaining_amount_premise = initial_amount_premise - spent_amount_premise
if remaining_amount_hypothesis != remaining_amount_premise:
    # check if the remaining amount of yen in the hypothesis contradicts the calculated remaining amount of yen from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
465,Mike had 33.0 quarters and 87.0 nickels in his bank and his dad gave Mike 75.0 nickels.,He has 161.0 nickels now.,contradiction,contradiction,"quarters_premise = 33.0
nickels_premise = 87.0
nickels_from_dad_premise = 75.0
nickels_hypothesis = 161.0

# the hypothesis refers to the total number of nickels, which is also part of the premise
# compute the total number of nickels in the premise
total_nickels_premise = nickels_premise + nickels_from_dad_premise
if nickels_hypothesis != total_nickels_premise:
    # check if the total number of nickels in the hypothesis contradicts the total number of nickels from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
525,"There were 10.0 students riding on the school bus and at the first stop, 3.0 students got on the bus.",17.0 students are now on the bus.,contradiction,contradiction,"initial_students_premise = 10.0
students_got_on_premise = 3.0
total_students_hypothesis = 17.0

# the hypothesis refers to the total number of students on the bus, which can be inferred from the premise
# compute the total number of students on the bus in the premise
total_students_premise = initial_students_premise + students_got_on_premise

if total_students_hypothesis != total_students_premise:
    # check if the total number of students in the hypothesis contradicts the total number of students from the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
496,Denise adds 5.0 bananas to a jar and there were originally 46.0 bananas in the jar.,51.0 bananas are left in the jar.,entailment,entailment,"added_bananas_premise = 5.0
original_bananas_premise = 46.0
total_bananas_hypothesis = 51.0

# the hypothesis refers to the total number of bananas, which is related to the premise
# compute the total number of bananas in the premise
total_bananas_premise = added_bananas_premise + original_bananas_premise
if total_bananas_hypothesis != total_bananas_premise:
    # check if the number of bananas in the hypothesis contradicts the number of bananas from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
647,532.0 people are watching a movie in a theater and there are 750.0 seats free.,1284.0 seats are there in the theater.,contradiction,contradiction,"people_watching_premise = 532.0
free_seats_premise = 750.0
total_seats_hypothesis = 1284.0

# the hypothesis refers to the total number of seats in the theater, which can be inferred from the premise
# compute the total number of seats in the premise
total_seats_premise = people_watching_premise + free_seats_premise
if total_seats_hypothesis != total_seats_premise:
    # check if the total number of seats in the hypothesis contradicts the total number of seats from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
587,4.0 CDs fit on a shelf.,4.0 shelves are needed to hold 8.0 CDs.,contradiction,contradiction,"cds_per_shelf_premise = 4.0
cds_hypothesis = 8.0
shelves_hypothesis = 4.0

# the hypothesis refers to the number of CDs and shelves, which are also mentioned in the premise
# compute the total number of shelves needed in the hypothesis
shelves_needed_hypothesis = cds_hypothesis / cds_per_shelf_premise
if shelves_needed_hypothesis != shelves_hypothesis:
    # check if the number of shelves in the hypothesis contradicts the number of shelves needed from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
511,Charles strolled at 3.0 miles per hour for 6.0 hours.,Charles travelled for 21.0 miles.,contradiction,contradiction,"speed_premise = 3.0
time_premise = 6.0
distance_hypothesis = 21.0

# the hypothesis refers to the distance travelled, which can be computed from the premise
# compute the total distance travelled in the premise
distance_premise = speed_premise * time_premise
if distance_hypothesis != distance_premise:
    # check if the distance in the hypothesis contradicts the distance calculated from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
680,"At the arcade Cody won 49.0 tickets, and he lost 6.0 tickets and later spent 25.0 tickets on a beanie.",He would have 18.0 tickets left.,entailment,entailment,"won_tickets_premise = 49.0
lost_tickets_premise = 6.0
spent_tickets_premise = 25.0
remaining_tickets_hypothesis = 18.0

# the hypothesis is about the number of tickets left, which is also mentioned in the premise
# compute the total number of tickets left in the premise
remaining_tickets_premise = won_tickets_premise - lost_tickets_premise - spent_tickets_premise
if remaining_tickets_hypothesis != remaining_tickets_premise:
    # check if the number of tickets left in the hypothesis contradicts the number of tickets left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
451,"Molly is the owner of the Wafting Pie Company and her employees used 816.0 eggs to bake pumpkin pies this morning, and 1339.0 eggs this afternoon.",2156.0 eggs were used this day.,contradiction,contradiction,"eggs_morning_premise = 816.0
eggs_afternoon_premise = 1339.0
total_eggs_hypothesis = 2156.0

# the hypothesis refers to the total number of eggs used, which are also mentioned in the premise
# compute the total number of eggs used in the premise
total_eggs_premise = eggs_morning_premise + eggs_afternoon_premise
if total_eggs_hypothesis != total_eggs_premise:
    # check if the total number of eggs in the hypothesis contradicts the total number of eggs from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
540,Sandy has 26.0 pet fish and her cat ate 6.0.,Sandy has 20.0 now.,entailment,entailment,"initial_fish_premise = 26.0
eaten_fish_premise = 6.0
remaining_fish_hypothesis = 20.0

# the hypothesis refers to the number of fish remaining, which are also mentioned in the premise
# compute the remaining number of fish in the premise
remaining_fish_premise = initial_fish_premise - eaten_fish_premise
if remaining_fish_hypothesis != remaining_fish_premise:
    # check if the number of remaining fish in the hypothesis contradicts the number of remaining fish from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
88,There are 4.0 cards and 3.0 cards more are added.,7.0 cards are there total.,entailment,entailment,"initial_cards_premise = 4.0
added_cards_premise = 3.0
total_cards_hypothesis = 7.0

# the hypothesis refers to the total number of cards, which are also mentioned in the premise
# compute the total number of cards in the premise
total_cards_premise = initial_cards_premise + added_cards_premise
if total_cards_hypothesis != total_cards_premise:
    # check if the number of cards in the hypothesis contradicts the number of cards from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
400,Mike has 87.0 baseball cards and Sam gave Mike 13.0 more baseball cards.,Mike has 100.0 baseball cards now.,entailment,entailment,"mike_cards_premise = 87.0
received_cards_premise = 13.0
total_cards_hypothesis = 100.0

# the hypothesis refers to the total number of baseball cards Mike has now, which we can also compute from the premise
# compute the total number of cards Mike has in the premise
total_cards_premise = mike_cards_premise + received_cards_premise
if total_cards_hypothesis != total_cards_premise:
    # check if the total number of cards in the hypothesis contradicts the total number of cards from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
673,"A waiter had 36.0 customers to wait on, and 19.0 of the customers left and then 14.0 of the remaining customers left.",He would have 5.0 customers.,contradiction,contradiction,"initial_customers_premise = 36.0
first_left_customers_premise = 19.0
second_left_customers_premise = 14.0
remaining_customers_hypothesis = 5.0

# the hypothesis refers to the number of remaining customers, which are also mentioned in the premise
# compute the remaining customers in the premise
remaining_customers_premise = initial_customers_premise - first_left_customers_premise - second_left_customers_premise

if remaining_customers_hypothesis != remaining_customers_premise:
    # check if the number of remaining customers in the hypothesis contradicts the number of remaining customers from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
109,Shirley sold 20.0 boxes of Do-Si-Dos.,"Shirley needed 3.0 cases of 4.0 boxes, plus extra boxes.",contradiction,entailment,"sold_boxes_premise = 20.0
needed_cases_hypothesis = 3.0
boxes_per_case_hypothesis = 4.0

# the hypothesis refers to the number of boxes, which are also mentioned in the premise
# compute the total number of boxes in the hypothesis
total_boxes_hypothesis = needed_cases_hypothesis * boxes_per_case_hypothesis

if total_boxes_hypothesis > sold_boxes_premise:
    # check if the total boxes in the hypothesis contradicts the number of sold boxes in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
298,"Wendy earned 5.0 points for each bag of cans she recycled, and she had 11.0 bags but didn't recycle 2.0 of them.",She would have 45.0 points earned.,entailment,entailment,"points_per_bag_premise = 5.0
total_bags_premise = 11.0
unrecycled_bags_premise = 2.0
total_points_hypothesis = 45.0

# the hypothesis refers to the total points earned, which is based on the number of bags recycled in the premise
# compute the total number of bags recycled and the corresponding points earned in the premise
recycled_bags_premise = total_bags_premise - unrecycled_bags_premise
total_points_premise = recycled_bags_premise * points_per_bag_premise
if total_points_hypothesis != total_points_premise:
    # check if the total points in the hypothesis contradicts the total points calculated from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
288,"George had 28.0 socks, and he threw away 4.0 old ones that didn't fit and bought 36.0 new ones.",He would have 60.0 socks.,entailment,entailment,"initial_socks_premise = 28.0
thrown_away_socks_premise = 4.0
bought_socks_premise = 36.0
total_socks_hypothesis = 60.0

# the hypothesis refers to the total number of socks, which can be derived from the premise
# compute the total number of socks in the premise
total_socks_premise = initial_socks_premise - thrown_away_socks_premise + bought_socks_premise
if total_socks_hypothesis != total_socks_premise:
    # check if the total socks in the hypothesis contradicts the total socks from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
399,Joan's cat had 8.0 kittens and she got 2.0 more from her friends.,She has 6.0 kittens now.,contradiction,contradiction,"kittens_had_premise = 8.0
kittens_received_premise = 2.0
total_kittens_hypothesis = 6.0

# the hypothesis refers to the total number of kittens, which is also mentioned in the premise
# compute the total number of kittens in the premise
total_kittens_premise = kittens_had_premise + kittens_received_premise
if total_kittens_hypothesis != total_kittens_premise:
    # check if the number of kittens in the hypothesis contradicts the number of kittens from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
410,Jason had 9.0 Pokemon cards and he gave 4.0 to his friends.,He has 5.0 Pokemon cards now.,entailment,entailment,"initial_cards_premise = 9.0
given_cards_premise = 4.0
total_cards_hypothesis = 5.0

# the hypothesis refers to the number of Pokemon cards, which is also mentioned in the premise
# compute the remaining number of Pokemon cards in the premise
remaining_cards_premise = initial_cards_premise - given_cards_premise
if total_cards_hypothesis != remaining_cards_premise:
    # check if the number of Pokemon cards in the hypothesis contradicts the number of Pokemon cards from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
550,Michael has 49.0 fish and Ben gives him 18.0 more fish.,He has 67.0 marbles now.,entailment,contradiction,"fish_michael_premise = 49.0
fish_received_premise = 18.0
marbles_hypothesis = 67.0

# the hypothesis refers to the number of marbles, while the premise talks about fish
# as the two quantities refer to different things, no comparison can be made
# hence, the relation is neutral
label = ""contradiction""

print(label)
"
441,"A dust storm sweeps across the prairie and it covers 64535.0 acres of the prairie in the dust, and leaves 522.0 acres untouched.",65056.0 acres are in the prarie.,contradiction,contradiction,"covered_acres_premise = 64535.0
untouched_acres_premise = 522.0
total_acres_hypothesis = 65056.0

# the hypothesis refers to the total number of acres, which are also mentioned in the premise
# compute the total number of acres in the premise
total_acres_premise = covered_acres_premise + untouched_acres_premise

if total_acres_hypothesis != total_acres_premise:
    # check if the total number of acres in the hypothesis contradicts the total number of acres from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
690,"Kaleb saved 21 dollars, and got 15 dollars for his allowance and he gambles it and wins 6 times the amount.",He has 216.0 dollars now.,entailment,entailment,"saved_dollars_premise = 21
allowance_dollars_premise = 15
gamble_multiplier = 6
total_dollars_hypothesis = 216.0

# the hypothesis refers to the total amount of dollars, which can be computed from the premise
# compute the total dollars after gambling in the premise
total_dollars_premise = (saved_dollars_premise + allowance_dollars_premise) * gamble_multiplier
if total_dollars_hypothesis != total_dollars_premise:
    # check if the total dollars in the hypothesis contradicts the total dollars from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
597,Adolfo made a tower with 35.0 blocks and he added 65.0 more blocks to the tower.,101.0 total blocks are in the tower now.,contradiction,contradiction,"initial_blocks_premise = 35.0
added_blocks_premise = 65.0
total_blocks_hypothesis = 101.0

# the hypothesis refers to the total number of blocks in the tower, which are also mentioned in the premise
# compute the total number of blocks in the premise
total_blocks_premise = initial_blocks_premise + added_blocks_premise
if total_blocks_hypothesis != total_blocks_premise:
    # check if the total number of blocks in the hypothesis contradicts the total number of blocks from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
486,Sally has 9.0 orange balloons and 4.0 blue balloons and she found 2.0 more of the orange balloons.,Sally has 11.0 orange balloons now.,entailment,entailment,"orange_balloons_initial_premise = 9.0
orange_balloons_found_premise = 2.0
orange_balloons_hypothesis = 11.0

# the hypothesis refers to the number of orange balloons, which are also mentioned in the premise
# compute the total number of orange balloons in the premise
total_orange_balloons_premise = orange_balloons_initial_premise + orange_balloons_found_premise
if orange_balloons_hypothesis != total_orange_balloons_premise:
    # check if the number of orange balloons in the hypothesis contradicts the number of orange balloons from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
535,There are 12.0 birds on the fence and 8.0 birds fly away.,6.0 birds are on the fence.,contradiction,contradiction,"birds_on_fence_premise = 12.0
birds_fly_away_premise = 8.0
birds_on_fence_hypothesis = 6.0

# the hypothesis refers to the number of birds on the fence, which is also mentioned in the premise
# compute the number of birds that are left on the fence in the premise
birds_left_premise = birds_on_fence_premise - birds_fly_away_premise
if birds_on_fence_hypothesis != birds_left_premise:
    # check if the number of birds on the fence in the hypothesis contradicts the number of birds left on the fence in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
194,There were 58.0 geese and 37.0 ducks in the marsh.,95.0 birds were in the marsh.,entailment,entailment,"geese_premise = 58.0
ducks_premise = 37.0
total_birds_hypothesis = 95.0

# the hypothesis refers to the total number of birds, which are also mentioned in the premise
# compute the total number of birds in the premise
total_birds_premise = geese_premise + ducks_premise
if total_birds_hypothesis != total_birds_premise:
    # check if the number of birds in the hypothesis contradicts the number of birds from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
254,Jorge scored 156.0 goals playing soccer last season and this season he scored 187.0 goals.,The total number of goals Jorge scored is 343.0.,entailment,entailment,"goals_last_season_premise = 156.0
goals_this_season_premise = 187.0
total_goals_hypothesis = 343.0

# the hypothesis talks about the total number of goals, which is also referenced in the premise
# compute the total number of goals from the premise
total_goals_premise = goals_last_season_premise + goals_this_season_premise
if total_goals_hypothesis != total_goals_premise:
    # check if the total number of goals in the hypothesis contradicts the total number of goals from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
314,"There were a total of 27.0 soccer games during the 3.0 month season, and the games are equally divided.",9.0 soccer games are played a month.,entailment,entailment,"total_games_premise = 27.0
months_premise = 3.0
games_per_month_hypothesis = 9.0

# the hypothesis refers to the number of soccer games per month, which is also calculated in the premise
# compute the average number of games per month in the premise
games_per_month_premise = total_games_premise / months_premise
if games_per_month_hypothesis != games_per_month_premise:
    # check if the number of games per month in the hypothesis contradicts the number of games per month from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
320,"There are 4.0 children in the classroom, each student will get 2.0 pencils.",The teacher will have to give out 8.0 pencils.,entailment,entailment,"children_premise = 4.0
pencils_per_child_premise = 2.0
total_pencils_hypothesis = 8.0

# the hypothesis refers to the total number of pencils which is also calculable from the premise
# compute the total number of pencils in the premise
total_pencils_premise = children_premise * pencils_per_child_premise
if total_pencils_hypothesis != total_pencils_premise:
    # check if the total number of pencils in the hypothesis contradicts the total number of pencils from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
371,"Melanie had 7.0 dimes in her bank and her dad gave her 8.0 dimes, and she gave her mother 4.0 dimes.",Melanie has 6.0 dimes now.,contradiction,contradiction,"initial_dimes_premise = 7.0
dimes_received_premise = 8.0
dimes_given_premise = 4.0
total_dimes_hypothesis = 6.0

# the hypothesis refers to the number of dimes, which are also mentioned in the premise
# compute the total number of dimes in the premise
total_dimes_premise = initial_dimes_premise + dimes_received_premise - dimes_given_premise
if total_dimes_hypothesis != total_dimes_premise:
    # check if the number of dimes in the hypothesis contradicts the number of dimes from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
231,Lucy has an aquarium with 212.0 fish and she wants to buy 68.0 more fish.,Lucy would have 284.0 fish then.,contradiction,contradiction,"current_fish_premise = 212.0
buy_fish_premise = 68.0
total_fish_hypothesis = 284.0

# the hypothesis refers to the total number of fish, which is also calculated in the premise
# compute the total number of fish in the premise
total_fish_premise = current_fish_premise + buy_fish_premise
if total_fish_hypothesis != total_fish_premise:
    # check if the total number of fish in the hypothesis contradicts the total number of fish from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
382,"Joan picked 37.0 oranges, and Sara sold 10.0 of them and Alyssa picked 30.0 pears.",Joan has 27.0 oranges left.,entailment,entailment,"oranges_picked_premise = 37.0
oranges_sold_premise = 10.0
oranges_left_hypothesis = 27.0

# the hypothesis refers to the number of oranges left, which are also mentioned in the premise
# compute the total number of oranges left in the premise
oranges_left_premise = oranges_picked_premise - oranges_sold_premise
if oranges_left_hypothesis != oranges_left_premise:
    # check if the number of oranges left in the hypothesis contradicts the number of oranges left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
153,13.0 ducks are swimming in a lake and 20.0 more ducks come to join them.,31.0 ducks are swimming in the lake.,contradiction,contradiction,"initial_ducks_premise = 13.0
joined_ducks_premise = 20.0
total_ducks_hypothesis = 31.0

# the hypothesis refers to the total number of ducks, which are also mentioned in the premise
# compute the total number of ducks in the premise
total_ducks_premise = initial_ducks_premise + joined_ducks_premise
if total_ducks_hypothesis != total_ducks_premise:
    # check if the total number of ducks in the hypothesis contradicts the total number of ducks from the premise
    label = ""contradiction""
else:
    # if the hypothesis values does not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
293,"Robin uploaded 35.0 pictures from her phone and 5.0 from her camera to facebook, and she sorted the pics into 5.0 different albums with the same amount of pics in each album.",6.0 pictures were in each of the albums.,contradiction,contradiction,"pictures_phone_premise = 35.0
pictures_camera_premise = 5.0
albums_premise = 5.0
pictures_per_album_hypothesis = 6.0

# the hypothesis talks about the number of pictures in each album, which are also referenced in the premise
# find the total number of pictures uploaded and the number of pictures per album from the premise
total_pictures_premise = pictures_phone_premise + pictures_camera_premise
pictures_per_album_premise = total_pictures_premise / albums_premise

if pictures_per_album_hypothesis != pictures_per_album_premise:
    # check if the number of pictures per album in the hypothesis contradicts the number of pictures per album in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
